#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,PHI 48,3,1:02,3,Punt
2,1,13:58,PHI 8,4,1:50,-7,Field Goal
3,1,8:29,KAN 33,5,2:07,20,Punt
4,1,5:06,KAN 20,6,3:19,19,Punt
5,1,0:42,,5,2:51,17,Missed FG
6,2,11:28,KAN 18,8,3:07,69,Field Goal
7,2,6:17,KAN 39,8,3:51,45,Field Goal
8,2,0:56,KAN 33,5,0:56,23,Downs
9,3,12:46,KAN 13,5,3:12,21,Punt
10,3,6:29,KAN 45,3,1:35,-15,Punt
11,3,2:42,KAN 38,8,4:45,62,Touchdown
12,4,11:36,KAN 5,15,8:15,75,Field Goal
13,4,2:36,PHI 20,5,0:40,19,Downs
14,4,1:37,PHI 13,3,1:37,-2,End of Game
