#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,PHI 20,3,0:39,-9,Punt
2,1,13:05,PHI 26,8,4:16,74,Touchdown
3,1,5:40,PHI 20,4,2:11,1,Punt
4,1,1:47,PHI 13,3,0:58,2,Punt
5,2,13:58,PHI 33,5,2:18,67,Touchdown
6,2,7:28,CHI 41,4,2:04,9,Missed FG
7,2,1:16,PHI 23,3,0:47,8,Punt
8,2,0:01,PHI 4,1,0:01,-1,End of Half
9,3,14:05,PHI 4,3,1:35,33,Interception
10,3,11:47,PHI 20,3,1:06,4,Punt
11,3,9:14,CHI 35,4,1:13,6,Missed FG
12,3,7:51,CHI 28,9,3:29,22,Field Goal
13,3,2:30,PHI 16,3,1:41,7,Punt
14,3,0:44,CHI 31,6,2:23,18,Field Goal
15,4,10:28,PHI 24,11,6:56,75,Downs
16,4,0:17,PHI 39,1,0:17,14,End of Game
