Quarter,Time,Down,ToGo,Location,KAN,SDG,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Chiefs won the coin toss, Chiefs to receive the opening kickoff.",,
1,15:00,,,SDG 35,0,0,"Nick Novak kicks off 68 yards, returned by Dexter McCluster for 29 yards (tackle by Andrew Gachkar)",0.000,0.670
1,14:55,1,10,KAN 26,0,0,Thomas Jones up the middle for no gain (tackle by Donald Butler),0.670,0.130
1,14:23,2,10,KAN 26,0,0,Thomas Jones right tackle for 4 yards (tackle by Donald Butler and Takeo Spikes),0.130,-0.030
1,13:44,3,6,KAN 30,0,0,Matt Cassel pass complete short left to Dexter McCluster for 3 yards (tackle by Dante Hughes),-0.030,-1.180
1,13:03,4,3,KAN 33,0,0,"Dustin Colquitt punts 43 yards, fair catch by Bryan Walters",-1.180,-0.540
1,12:54,1,10,SDG 24,0,0,Ryan Mathews left guard for 2 yards (tackle by Derrick O. Johnson and Tamba Hali),0.540,0.270
1,12:17,2,8,SDG 26,0,0,Philip Rivers pass complete short right to Vincent Jackson for 11 yards (tackle by Brandon Flowers),0.270,1.400
1,11:37,1,10,SDG 37,0,0,Ryan Mathews right end for 2 yards (tackle by Jovan Belcher and Tyson Jackson),1.400,1.130
1,11:02,2,8,SDG 39,0,0,Philip Rivers pass complete short right to Randy McMichael for 9 yards (tackle by Justin Houston and Jon McGraw),1.130,2.130
1,10:20,1,10,SDG 48,0,0,Ryan Mathews right tackle for 2 yards (tackle by Kelly Gregg and Tamba Hali),2.130,1.850
1,9:37,2,8,,0,0,Philip Rivers pass complete short middle to Ryan Mathews for 5 yards (tackle by Jovan Belcher),1.850,1.820
1,8:52,3,3,KAN 45,0,0,Philip Rivers pass complete short right to Vincent Jackson for 9 yards (tackle by Brandon Flowers),1.820,3.180
1,8:06,1,10,KAN 36,0,0,Ryan Mathews up the middle for 2 yards (tackle by Glenn Dorsey),3.180,2.910
1,7:29,2,8,KAN 34,0,0,Philip Rivers pass incomplete deep right intended for Jacob Hester (defended by Justin Houston),2.910,2.210
1,7:23,3,8,KAN 34,0,0,"Philip Rivers pass incomplete deep right intended for Vincent Jackson is intercepted by Kendrick Lewis at KAN-15 and returned for 50 yards (tackle by Vincent Brown). Penalty on Vaughn Martin: Unsportsmanlike Conduct, 15 yards",2.210,-4.240
1,7:08,1,10,SDG 20,0,0,Le'Ron McClain up the middle for 2 yards (tackle by Antonio Garay and Takeo Spikes),4.240,3.960
1,6:31,2,8,SDG 18,0,0,Thomas Jones up the middle for 4 yards (tackle by Vaughn Martin and Antonio Garay),3.960,3.890
1,5:52,3,4,SDG 14,0,0,Matt Cassel pass complete short middle to Jackie Battle for 3 yards (tackle by Takeo Spikes and Eric Weddle),3.890,2.850
1,5:07,4,1,SDG 11,0,0,"Thomas Jones right guard for 1 yard (tackle by Donald Butler). Penalty on Leonard Pope: Offensive Holding, 10 yards",2.850,2.120
1,4:55,4,10,SDG 20,0,0,Ryan Succop 38 yard field goal no good,2.120,-0.810
1,4:52,1,10,SDG 28,0,0,Ryan Mathews up the middle for 7 yards (tackle by Jovan Belcher and Brandon Flowers),0.810,1.210
1,4:18,2,3,SDG 35,0,0,Vincent Jackson left end for 1 yard (tackle by Brandon Flowers),1.210,0.630
1,3:49,3,2,SDG 36,0,0,Philip Rivers pass complete short right to Patrick Crayton for 4 yards (tackle by Brandon Flowers),0.630,1.600
1,3:08,1,10,SDG 40,0,0,Philip Rivers pass incomplete short middle intended for Patrick Crayton (defended by Allen Bailey),1.600,1.050
1,3:03,2,10,SDG 40,0,0,Philip Rivers pass complete short right to Vincent Jackson for 12 yards (tackle by Brandon Flowers),1.050,2.390
1,2:34,1,10,KAN 48,0,0,Ryan Mathews left end for 6 yards (tackle by Jovan Belcher),2.390,2.660
1,2:05,2,4,KAN 42,0,0,Philip Rivers pass incomplete deep left intended for Vincent Brown,2.660,1.950
1,1:58,3,4,KAN 42,0,0,Philip Rivers pass complete short left to Randy McMichael for 7 yards,1.950,3.250
1,1:35,1,10,KAN 35,0,0,Mike Tolbert up the middle for 3 yards (tackle by Derrick O. Johnson and Jovan Belcher),3.250,3.110
1,0:51,2,7,KAN 32,0,0,Philip Rivers pass complete short right to Mike Tolbert for no gain,3.110,2.410
1,0:04,3,7,KAN 32,0,0,Philip Rivers pass complete short left to Randy McMichael for 9 yards (tackle by Tamba Hali),2.410,4.040
Quarter,Time,Down,ToGo,Location,KAN,SDG,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
