Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Najee Harris,PIT,26,91,1,6,49,1.9,42,1.6,1,26.0
Chase Claypool,PIT,2,16,0,1,16,8.0,0,0.0,0,
Kalen Ballage,PIT,1,-3,0,,-3,-3.0,0,0.0,0,
Ray-Ray McCloud,PIT,1,10,0,,10,10.0,0,0.0,0,
Anthony McFarland Jr.,PIT,1,1,0,,0,0.0,1,1.0,0,
Ben Roethlisberger,PIT,1,0,0,0,0,0.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Nick Chubb,CLE,16,61,0,4,30,1.9,31,1.9,0,
D'Ernest Johnson,CLE,4,22,1,1,15,3.8,7,1.8,0,
Demetric Felton,CLE,1,3,0,0,1,1.0,2,2.0,0,
Jarvis Landry,CLE,1,5,0,1,1,1.0,4,4.0,1,1.0
Baker Mayfield,CLE,1,5,0,1,5,5.0,0,0.0,0,
