Quarter,Time,Down,ToGo,Location,DAL,NYG,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Giants won the coin toss and deferred, Cowboys to receive the opening kickoff.",,
1,15:00,,,NYG 35,0,0,"Lawrence Tynes kicks off 69 yards, returned by Dwayne Harris for 30 yards (tackle by Jacquian Williams)",0.000,0.670
1,14:55,1,10,DAL 26,0,0,Felix Jones right guard for -1 yards (tackle by Mathias Kiwanuka),0.670,-0.010
1,14:25,2,11,DAL 25,0,0,Tony Romo pass complete short right to Miles Austin for 7 yards (tackle by Aaron Ross),-0.010,0.230
1,13:41,3,4,DAL 32,0,0,Tony Romo pass incomplete deep left intended for Dez Bryant,0.230,-1.240
1,13:35,4,4,DAL 32,0,0,"Chris Jones punts 52 yards, returned by Will Blackmon for 16 yards (tackle by Tony Fiammetta). Penalty on Corey Webster: Illegal Block Above the Waist, 8 yards",-1.240,0.380
1,13:22,1,10,NYG 8,0,0,Eli Manning pass complete short left to Victor Cruz for 8 yards (tackle by Sean Lee),-0.380,-0.090
1,12:51,2,2,NYG 16,0,0,Ahmad Bradshaw left end for 1 yard (tackle by Orlando Scandrick),-0.090,-0.370
1,12:08,3,1,NYG 17,0,0,Eli Manning pass complete short left to Bear Pascoe for 2 yards (tackle by Gerald Sensabaugh),-0.370,0.150
1,11:30,1,10,NYG 19,0,0,Brandon Jacobs right tackle for 5 yards (tackle by DeMarcus Ware),0.150,0.340
1,10:47,2,5,NYG 24,0,0,Eli Manning pass incomplete short right intended for Travis Beckum,0.340,-0.420
1,10:42,3,5,NYG 24,0,0,"Penalty on Anthony Spencer: Neutral Zone Infraction, 4 yards (no play)",-0.420,0.100
1,10:42,3,1,NYG 28,0,0,Brandon Jacobs right guard for no gain (tackle by Kenyon Coleman and Anthony Spencer),0.100,-1.500
1,10:06,4,1,NYG 28,0,0,"Steve Weatherford punts 41 yards, muffed catch by Dez Bryant, recovered by Dez Bryant and returned for no gain",-1.500,-1.070
1,9:55,1,10,DAL 32,0,0,Felix Jones left end for 10 yards (tackle by Mathias Kiwanuka),1.070,1.730
1,9:34,1,10,DAL 42,0,0,Felix Jones right guard for 1 yard (tackle by Chase Blackburn and Chris L. Canty),1.730,1.320
1,8:54,2,9,DAL 43,0,0,Tony Romo sacked by Jason Pierre-Paul for -12 yards,1.320,-0.960
1,8:32,3,21,DAL 31,0,0,Sammy Morris right guard for 11 yards (tackle by Deon Grant and Mathias Kiwanuka),-0.960,-0.590
1,7:59,4,10,DAL 42,0,0,"Chris Jones punts 54 yards, out of bounds",-0.590,0.380
1,7:46,1,10,NYG 4,0,0,Ahmad Bradshaw left tackle for 1 yard (tackle by Jason Hatcher and Sean Lee),-0.380,-0.710
1,7:17,2,9,NYG 5,0,0,Eli Manning pass incomplete short right intended for Victor Cruz (defended by Kenyon Coleman),-0.710,-1.300
1,7:08,3,9,NYG 5,0,0,Eli Manning pass complete short right to Bear Pascoe for 12 yards (tackle by Abram Elam and Sean Lee),-1.300,-0.060
1,6:35,1,10,NYG 17,0,0,Eli Manning pass complete short middle to DJ Ware for 8 yards (tackle by Sean Lee),-0.060,0.620
1,5:53,2,2,NYG 25,0,0,Ahmad Bradshaw right guard for 1 yard (tackle by Sean Lee and DeMarcus Ware),0.620,-0.120
