Quarter,Time,Down,ToGo,Location,NWE,KAN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Patriots won the coin toss, Patriots to receive the opening kickoff.",,
1,15:00,,,KAN 30,0,0,"Lawrence Tynes kicks off 69 yards, returned by Tim Dwight for 29 yards (tackle by Gary Stills)",0.000,0.940
1,14:54,1,10,NWE 30,0,0,Heath Evans up the middle for no gain (tackle by Sammy Knight),0.940,0.390
1,14:18,2,10,NWE 30,0,0,Tom Brady pass incomplete,0.390,-0.300
1,14:12,3,10,NWE 30,0,0,Tom Brady pass incomplete intended for Deion Branch (defended by Benny Sapp),-0.300,-1.370
1,14:06,4,10,NWE 30,0,0,"Josh Miller punts 45 yards, returned by Dante Hall for 9 yards (tackle by Michael Stone)",-1.370,-1.200
1,13:55,1,10,KAN 34,0,0,"Larry Johnson left end for 7 yards (tackle by Eugene Wilson). Penalty on Tony Richardson: Illegal Block Above the , 10 yards",1.200,1.000
1,13:32,1,13,KAN 31,0,0,Trent Green pass complete to Eddie Kennison for 42 yards (tackle by Asante Samuel),1.000,3.780
1,12:48,1,10,NWE 27,0,0,Larry Johnson up the middle for 2 yards (tackle by Rosevelt Colvin and Ty Warren),3.780,3.500
1,12:11,2,8,NWE 25,0,0,"Penalty on Eddie Kennison: False Start, 5 yards (no play)",3.500,2.830
1,12:00,2,13,NWE 30,0,0,Larry Johnson left end for 7 yards (tackle by Ellis Hobbs and Richard Seymour),2.830,3.070
1,11:20,3,6,NWE 23,0,0,Trent Green pass complete to Tony Gonzalez for 9 yards (tackle by Michael Stone and Artrell Hawkins),3.070,4.650
1,10:38,1,10,NWE 14,0,0,Larry Johnson up the middle for 5 yards (tackle by Richard Seymour and Artrell Hawkins),4.650,4.900
1,10:04,2,5,NWE 9,0,0,Larry Johnson left end for 7 yards (tackle by Artrell Hawkins),4.900,6.740
1,9:42,1,2,NWE 2,0,0,Larry Johnson up the middle for 1 yard (tackle by Mike Wright),6.740,5.910
1,9:07,2,1,NWE 1,0,6,"Larry Johnson up the middle for 1 yard, touchdown",5.910,7.000
1,,,,NWE 2,0,7,Lawrence Tynes kicks extra point good,0.000,0.000
1,,,,KAN 30,0,7,"Lawrence Tynes kicks off 70 yards, returned by Tim Dwight for 29 yards (tackle by Benny Sapp)",0.000,0.870
1,8:57,1,10,NWE 29,0,7,Tom Brady pass complete to Ben Watson for -1 yards (tackle by Patrick Surtain and Eric Hicks),0.870,0.190
1,8:21,2,11,NWE 28,0,7,Patrick Pass left end for 3 yards (tackle by John Browning and Lional Dalton),0.190,-0.100
1,7:41,3,8,NWE 31,0,7,Tom Brady pass complete to Ben Watson for 10 yards (tackle by Eric Warfield),-0.100,1.660
1,7:14,1,10,NWE 41,0,7,Tim Dwight left end for 12 yards (tackle by Eric Warfield),1.660,2.460
1,6:28,1,10,KAN 47,0,7,Tom Brady pass complete to Ben Watson for 5 yards (tackle by Sammy Knight),2.460,2.590
1,5:50,2,5,KAN 42,0,7,Heath Evans left end for 2 yards (tackle by Eric Warfield),2.590,2.150
1,5:08,3,3,KAN 40,0,7,Tom Brady pass incomplete intended for Deion Branch is intercepted by Greg Wesley at KAN-22 and returned for 3 yards,2.150,-0.610
1,5:00,1,10,KAN 25,0,7,Trent Green pass complete to Samie Parker for 14 yards,0.610,1.530
1,4:39,1,10,KAN 39,0,7,Larry Johnson left tackle for 3 yards (tackle by Mike Vrabel),1.530,1.390
1,4:01,2,7,KAN 42,0,7,Larry Johnson right tackle for 2 yards (tackle by Tedy Bruschi),1.390,0.960
1,3:21,3,5,KAN 44,0,7,Trent Green pass complete to Tony Gonzalez for 21 yards (tackle by Eugene Wilson),0.960,3.250
1,2:42,1,10,NWE 35,0,7,Trent Green pass complete to Eddie Kennison for 11 yards (tackle by Ellis Hobbs),3.250,3.970
1,2:17,1,10,NWE 24,0,7,Larry Johnson up the middle for 1 yard (tackle by Tedy Bruschi),3.970,3.570
1,1:42,2,9,NWE 23,0,7,Trent Green pass complete to Larry Johnson for 8 yards (tackle by Willie McGinest),3.570,4.170
1,1:03,3,1,NWE 15,0,7,Larry Johnson up the middle for 3 yards (tackle by Vince Wilfork),4.170,4.780
1,0:22,1,10,NWE 12,0,7,Larry Johnson up the middle for -2 yards (tackle by Mike Vrabel and Vince Wilfork),4.780,3.790
Quarter,Time,Down,ToGo,Location,NWE,KAN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,12,NWE 14,0,7,"Trent Green pass incomplete intended for Tony Gonzalez. Penalty on Artrell Hawkins: Defensive Pass Interfere, 10 yards (no play)",3.790,6.280
2,14:55,1,4,NWE 4,0,7,Trent Green pass incomplete intended for Tony Gonzalez,6.280,5.340
2,14:47,2,4,NWE 4,0,7,Larry Johnson right tackle for -3 yards (tackle by Ty Warren),5.340,3.810
2,14:02,3,7,NWE 7,0,7,Trent Green pass incomplete intended for Tony Gonzalez,3.810,2.970
2,13:57,4,7,NWE 7,0,10,Lawrence Tynes 25 yard field goal good,2.970,3.000
2,,,,KAN 30,0,10,"Lawrence Tynes kicks off 62 yards, returned by Tim Dwight for 17 yards (tackle by Chris Horn)",0.000,0.610
2,13:47,1,10,NWE 25,0,10,Tom Brady pass incomplete intended for Deion Branch,0.610,0.060
2,13:44,2,10,NWE 25,0,10,Heath Evans up the middle for 1 yard (tackle by Benny Sapp),0.060,-0.490
2,13:03,3,9,NWE 26,0,10,Tom Brady pass incomplete intended for Troy Brown is intercepted by Greg Wesley at NWE-48 and returned for 23 yards,-0.490,-3.910
2,12:53,1,10,NWE 25,0,10,Trent Green pass complete to Tony Gonzalez for 17 yards (tackle by Michael Stone),3.910,5.370
2,12:12,1,8,NWE 8,0,10,Larry Johnson up the middle for 4 yards (tackle by Ty Warren and Monty Beisel),5.370,5.340
2,11:26,2,4,NWE 4,0,10,Larry Johnson left end for 2 yards (tackle by Monty Beisel),5.340,4.950
2,10:45,3,2,NWE 2,0,10,Trent Green pass incomplete intended for Tony Gonzalez (defended by Larry Izzo),4.950,3.250
2,10:45,4,2,NWE 2,0,13,Lawrence Tynes 20 yard field goal good,3.250,3.000
2,,,,KAN 30,0,13,"Lawrence Tynes kicks off 59 yards, returned by Tim Dwight for 21 yards (tackle by Boomer Grigsby)",0.000,1.070
2,10:32,1,10,NWE 32,0,13,Tom Brady pass complete to Daniel Graham for 22 yards (tackle by Sammy Knight),1.070,2.520
2,9:45,1,10,KAN 46,0,13,Heath Evans left end for 4 yards (tackle by Eric Warfield),2.520,2.520
2,9:07,2,6,KAN 42,0,13,Tom Brady pass complete to Deion Branch for 3 yards (tackle by Eric Warfield),2.520,2.210
2,8:29,3,3,KAN 39,0,13,Tim Dwight right end for 5 yards (tackle by Patrick Surtain),2.210,3.310
2,8:00,1,10,KAN 34,0,13,Tom Brady pass incomplete intended for Andre' Davis,3.310,2.770
2,7:55,,,,0,13,Timeout #1 by New England Patriots,0.000,2.770
2,7:55,2,10,KAN 34,0,13,Tom Brady pass complete to Troy Brown for 25 yards (tackle by Sammy Knight),2.770,5.140
2,7:28,1,9,KAN 9,0,13,Patrick Pass left end for -2 yards (tackle by Derrick Johnson),5.140,4.020
2,7:03,2,11,KAN 11,0,13,Tom Brady pass incomplete intended for Deion Branch (defended by Sammy Knight),4.020,3.120
2,6:59,,,,0,13,Timeout #2 by New England Patriots,0.000,3.120
2,6:59,3,11,KAN 11,0,13,Tom Brady pass incomplete intended for Ben Watson,3.120,2.700
2,6:59,4,11,KAN 11,3,13,Adam Vinatieri 29 yard field goal good,2.700,3.000
2,,,,NWE 30,3,13,"Adam Vinatieri kicks off 63 yards, returned by Dante Hall for 25 yards (tackle by Don Davis). Penalty on Shawn Barber: Illegal Block Above the , 10 yards",0.000,0.150
2,6:44,1,10,KAN 19,3,13,Larry Johnson up the middle for 16 yards (tackle by Michael Stone),0.150,1.270
2,6:04,1,10,KAN 35,3,13,Larry Johnson up the middle for 9 yards (tackle by Eugene Wilson),1.270,1.940
2,5:26,2,1,KAN 44,3,13,Larry Johnson up the middle for 3 yards (tackle by Vince Wilfork),1.940,2.060
2,4:45,1,10,KAN 47,3,13,Trent Green pass complete to Samie Parker for 20 yards (tackle by Asante Samuel),2.060,3.380
2,4:01,1,10,NWE 33,3,13,Trent Green pass complete to Samie Parker for 17 yards (tackle by Michael Stone),3.380,4.510
2,3:19,1,10,NWE 16,3,13,(tackle by Vince Wilfork),4.510,4.050
2,2:39,2,9,NWE 15,3,13,Larry Johnson right tackle for no gain (tackle by Tedy Bruschi),4.050,3.220
2,2:00,3,9,NWE 15,3,13,Trent Green pass incomplete intended for Eddie Kennison (defended by Ellis Hobbs),3.220,2.440
2,1:52,4,9,NWE 15,3,16,Lawrence Tynes 33 yard field goal good,2.440,3.000
2,,,,KAN 30,3,16,"Lawrence Tynes kicks off 64 yards, returned by Tim Dwight for 19 yards (tackle by Rich Scanlon)",0.000,0.610
2,1:44,1,10,NWE 25,3,16,Tom Brady pass incomplete intended for Deion Branch,0.610,0.060
2,1:38,2,10,NWE 25,3,16,Tom Brady pass complete to Andre' Davis for 23 yards (tackle by Greg Wesley),0.060,2.130
2,1:09,1,10,NWE 48,3,16,Tom Brady pass incomplete intended for Patrick Pass,2.130,1.580
2,1:04,2,10,NWE 48,3,16,Tom Brady pass incomplete,1.580,0.890
2,1:01,3,10,NWE 48,3,16,Tom Brady sacked by Jared Allen for -8 yards,0.890,-0.720
2,0:57,,,,3,16,Timeout #1 by Kansas City Chiefs,0.000,-0.720
2,0:57,4,18,NWE 40,3,16,Josh Miller punts 46 yards,-0.720,0.280
