Quarter,Time,Down,ToGo,Location,DAL,PHI,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Eagles won the coin toss and deferred, Cowboys to receive the opening kickoff.",,
1,15:00,,,PHI 35,0,0,"Jake Elliott kicks off 65 yards, returned by KaVontae Turpin for 16 yards (tackle by Kyron Johnson)",0.000,-0.140
1,14:55,1,10,DAL 16,0,0,CeeDee Lamb right end for 8 yards (tackle by Marcus Epps),-0.140,0.550
1,14:18,2,2,DAL 24,0,0,Cooper Rush pass incomplete short middle intended for CeeDee Lamb (defended by Kyzir White),0.550,-0.320
1,14:13,3,2,DAL 24,0,0,Ezekiel Elliott right guard for 1 yard (tackle by Josh Sweat),-0.320,-1.700
1,13:24,4,1,DAL 25,0,0,"Bryan Anger punts 60 yards, returned by Britain Covey for 14 yards (tackle by Jake Ferguson)",-1.700,-0.870
1,13:11,1,10,PHI 29,0,0,Jalen Hurts pass incomplete short middle intended for A.J. Brown,0.870,0.330
1,13:08,2,10,PHI 29,0,0,Jalen Hurts pass complete short middle to DeVonta Smith for 13 yards (tackle by Anthony Brown),0.330,1.730
1,12:31,1,10,PHI 42,0,0,Jalen Hurts sacked by Dorance Armstrong for -9 yards,1.730,-0.030
1,11:47,2,19,PHI 33,0,0,Jalen Hurts pass complete short middle to A.J. Brown for 11 yards (tackle by Trevon Diggs),-0.030,0.760
1,11:04,3,8,PHI 44,0,0,Jalen Hurts pass incomplete deep left intended for A.J. Brown,0.760,-0.460
1,10:56,4,8,PHI 44,0,0,"Arryn Siposs punts 44 yards, returned by KaVontae Turpin for 12 yards (tackle by Jack Stoll)",-0.460,-0.540
1,10:46,1,10,DAL 24,0,0,Tony Pollard left end for 3 yards (tackle by C.J. Gardner-Johnson),0.540,0.400
1,10:09,2,7,DAL 27,0,0,Cooper Rush pass complete short right to Tony Pollard for 8 yards (tackle by Avonte Maddox),0.400,1.270
1,9:32,1,10,DAL 35,0,0,"Cooper Rush pass complete short right to Jake Ferguson for 13 yards. Penalty on Haason Reddick: Defensive Offside, 5 yards (offset) . Penalty on CeeDee Lamb: Offensive Illegal Block Above the Waist, 15 yards (offset) (no play)",1.270,1.270
1,9:02,1,10,DAL 35,0,0,Tony Pollard right tackle for 2 yards (tackle by Jordan Davis),1.270,0.990
1,8:27,2,8,DAL 37,0,0,Ezekiel Elliott up the middle for 4 yards (tackle by Fletcher Cox and T.J. Edwards),0.990,0.830
1,7:46,3,4,DAL 41,0,0,Cooper Rush pass incomplete short right intended for Peyton Hendershot (defended by Marcus Epps),0.830,-0.650
1,7:40,4,4,DAL 41,0,0,"Bryan Anger punts 59 yards, touchback.",-0.650,-0.280
1,7:31,1,10,PHI 20,0,0,Boston Scott left end for 2 yards (tackle by Neville Gallimore),0.280,0.000
