#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,13:03,IND 20,3,2:23,5,Punt
2,1,7:07,IND 26,3,2:06,8,Punt
3,1,4:37,IND 30,10,4:13,70,Touchdown
4,2,13:22,IND 25,6,3:16,75,Touchdown
5,2,7:11,IND 3,5,1:57,97,Touchdown
6,2,4:07,CLE 45,3,1:26,45,Touchdown
7,2,0:27,IND 25,1,0:27,-1,End of Half
8,3,15:00,IND 25,3,2:13,0,Punt
9,3,8:27,IND 10,6,3:06,9,Punt
10,3,3:26,IND 16,5,2:25,25,Fumble
11,3,0:11,CLE 48,10,4:53,34,Field Goal
12,4,9:18,IND 19,3,0:30,-3,Punt
13,4,6:56,CLE 47,3,2:51,0,Punt
14,4,2:04,CLE 45,3,1:41,0,Punt
