#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,PHI 22,3,1:21,-1,Punt
2,1,11:12,PHI 25,3,1:01,6,Punt
3,1,9:02,CAR 10,4,2:15,-2,Field Goal
4,1,3:09,PHI 25,6,2:43,21,Punt
5,2,12:51,PHI 8,6,2:57,14,Punt
6,2,7:45,PHI 33,3,1:54,-9,Punt
7,2,2:39,PHI 16,1,0:13,-16,"Fumble, Safety"
8,2,0:31,PHI 16,5,0:31,44,Field Goal
9,3,12:35,CAR 49,3,1:31,16,Fumble
10,3,9:02,PHI 16,1,0:06,0,Interception
11,3,7:38,PHI 43,3,2:00,-8,Punt
12,3,2:27,PHI 20,6,2:19,80,Touchdown
13,4,8:29,PHI 25,8,2:54,36,Downs
14,4,3:53,CAR 27,4,1:15,27,Touchdown
15,4,1:57,CAR 43,7,1:57,33,End of Game
