Quarter,Time,Down,ToGo,Location,CIN,PIT,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Steelers won the coin toss, Steelers to receive the opening kickoff.",,
1,15:00,,,CIN 35,0,0,"Mike Nugent kicks off 64 yards, returned by Emmanuel Sanders for 16 yards (tackle by Taylor Mays)",0.000,-0.060
1,14:56,1,10,PIT 17,0,0,Rashard Mendenhall right guard for 3 yards (tackle by Rey Maualuga and Manny Lawson),-0.060,-0.060
1,14:21,2,7,PIT 20,0,0,Mike Wallace left end for -3 yards (tackle by Pacman Jones),-0.060,-1.250
1,13:37,3,10,PIT 17,0,0,Ben Roethlisberger pass incomplete short left intended for Antonio Brown,-1.250,-2.320
1,13:33,4,10,PIT 17,0,0,"Jeremy Kapinos punts 59 yards, returned by Brandon Tate for 13 yards (tackle by Weslye Saunders)",-2.320,-1.400
1,13:20,1,10,CIN 37,0,0,Cedric Benson up the middle for 1 yard (tackle by James Farrior),1.400,0.990
1,12:41,2,9,CIN 38,0,0,Andy Dalton pass complete deep right to A.J. Green for 43 yards (tackle by Ike Taylor and Ryan Clark),0.990,4.310
1,11:57,1,10,PIT 19,0,0,Cedric Benson right guard for 4 yards (tackle by Ryan Clark),4.310,4.350
1,11:15,2,6,PIT 15,0,0,"Andy Dalton pass complete short right to Jermaine Gresham for 7 yards (tackle by James Farrior). Penalty on Ike Taylor: Unnecessary Roughness (Offsetting), Penalty on Jerome Simpson: Unnecessary Roughness (Offsetting)",4.350,5.370
1,10:52,1,8,PIT 8,0,0,--,5.370,5.340
1,10:13,2,4,PIT 4,0,0,Andy Dalton pass incomplete short right intended for A.J. Green,5.340,4.490
1,10:09,3,4,PIT 4,0,0,"Andy Dalton pass complete short right to Jermaine Gresham for 4 yards. Penalty on A.J. Green: False Start, 5 yards (no play)",4.490,3.360
1,10:09,3,9,PIT 9,0,0,Andy Dalton pass incomplete short middle intended for Jermaine Gresham,3.360,2.830
1,10:05,4,9,PIT 9,0,0,"Penalty on Mike Nugent: Delay of Game, 5 yards (no play)",2.830,2.510
