Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Josh Jacobs,OAK,17,104,0,5,56,3.3,48,2.8,2,8.5
Derek Carr,OAK,3,7,0,1,7,2.3,0,0.0,0,
DeAndre Washington,OAK,2,5,0,0,4,2.0,1,0.5,0,
Trevor Davis,OAK,1,0,0,,0,0.0,0,0.0,0,
Alec Ingold,OAK,1,4,0,1,4,4.0,0,0.0,0,
Jalen Richard,OAK,1,2,0,1,2,2.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Darwin Thompson,KAN,11,44,1,3,13,1.2,31,2.8,0,
Darrel Williams,KAN,6,13,0,2,7,1.2,6,1.0,0,
LeSean McCoy,KAN,5,10,1,2,2,0.4,8,1.6,0,
Patrick Mahomes,KAN,3,25,1,1,25,8.3,0,0.0,0,
Mecole Hardman,KAN,1,9,0,,9,9.0,0,0.0,0,
Tyreek Hill,KAN,1,-4,0,0,-4,-4.0,0,0.0,0,
Matt Moore,KAN,1,-1,0,,-1,-1.0,0,0.0,0,
Anthony Sherman,KAN,1,0,0,0,0,0.0,0,0.0,0,
