Quarter,Time,Down,ToGo,Location,CLE,BAL,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Ravens won the coin toss, Ravens to receive the opening kickoff.",,
1,15:00,,,CLE 30,0,0,"Phil Dawson kicks off 68 yards, returned by Jalen Parmele for 28 yards (tackle by Nick Sorensen)",0.000,0.940
1,14:55,1,10,BAL 30,0,0,Ray Rice right tackle for 3 yards (tackle by Eric Barton),0.940,0.800
1,14:28,2,7,BAL 33,0,0,Joe Flacco pass complete short right to Derrick Mason for -1 yards (tackle by Eric Barton),0.800,-0.030
1,13:52,3,8,BAL 32,0,0,"Penalty on Marshal Yanda: False Start, 5 yards (no play)",-0.030,-0.690
1,13:32,3,13,BAL 27,0,0,Joe Flacco pass complete short right to Ray Rice for 6 yards (tackle by Scott Fujita),-0.690,-1.180
1,13:00,4,7,BAL 33,0,0,Sam Koch punts 45 yards,-1.180,-0.410
1,12:50,1,10,CLE 22,0,0,Seneca Wallace pass complete deep middle to Ben Watson for 20 yards (tackle by Ray Lewis),0.410,1.730
1,12:10,1,10,CLE 42,0,0,Seneca Wallace pass complete short right to Peyton Hillis for 6 yards (tackle by Jarret Johnson and Chris Carr),1.730,2.000
1,11:49,2,4,CLE 48,0,0,Peyton Hillis left guard for 3 yards (tackle by Jameel McClain and Jarret Johnson),2.000,1.690
1,11:05,3,1,BAL 49,0,0,Peyton Hillis left guard for 3 yards (tackle by Kelly Gregg and Dawan Landry),1.690,2.520
1,10:29,1,10,BAL 46,0,0,Peyton Hillis middle for 3 yards (tackle by Kelly Gregg),2.520,2.380
1,9:55,2,7,BAL 43,0,0,Seneca Wallace pass complete short right to Josh Cribbs for 8 yards (tackle by Chris Carr),2.380,3.250
1,9:26,1,10,BAL 35,0,0,Peyton Hillis left guard for 2 yards (tackle by Haloti Ngata and Jameel McClain),3.250,2.970
1,8:52,2,8,BAL 33,0,0,Peyton Hillis right tackle for 12 yards (tackle by Dawan Landry),2.970,4.170
1,8:13,1,10,BAL 21,0,0,Seneca Wallace pass incomplete short right intended for Josh Cribbs (defended by Chris Carr),4.170,3.630
1,8:09,2,10,BAL 21,0,0,Seneca Wallace pass complete short right to Peyton Hillis for 2 yards (tackle by Dawan Landry and Cory Redding),3.630,3.180
1,7:16,3,8,BAL 19,0,0,"Penalty on Seneca Wallace: Delay of Game, 5 yards (no play)",3.180,2.540
1,7:01,3,13,BAL 24,0,0,Seneca Wallace pass complete short left to Peyton Hillis for 3 yards (tackle by Dannell Ellerbe),2.540,2.060
1,6:19,4,10,BAL 21,3,0,Phil Dawson 38 yard field goal good,2.060,3.000
1,,,,CLE 30,3,0,"Phil Dawson kicks off 71 yards, returned by Jalen Parmele for 16 yards (tackle by Raymond Ventrone)",0.000,-0.220
1,6:08,1,10,BAL 15,3,0,Ray Rice left guard for 4 yards (tackle by Ahtyba Rubin),-0.220,-0.110
1,5:38,2,6,BAL 19,3,0,Ray Rice left tackle for 25 yards (tackle by Eric Barton),-0.110,1.860
1,5:01,1,10,BAL 44,3,0,Joe Flacco pass incomplete deep right intended for Anquan Boldin (defended by Eric Wright),1.860,1.320
1,4:53,2,10,BAL 44,3,0,Joe Flacco pass complete short middle to Le'Ron McClain for 7 yards (tackle by Ahtyba Rubin and Eric Barton),1.320,1.550
1,4:13,3,3,CLE 49,3,0,Joe Flacco pass complete short left to Anquan Boldin for 7 yards (tackle by Mike Adams),1.550,2.790
1,3:33,1,10,CLE 42,3,0,Joe Flacco pass incomplete short right intended for Anquan Boldin,2.790,2.240
1,3:25,2,10,CLE 42,3,0,Joe Flacco pass complete short left to Derrick Mason for 14 yards (tackle by Sheldon Brown),2.240,3.710
1,2:46,1,10,CLE 28,3,0,Joe Flacco pass complete short left to Todd Heap for 16 yards (tackle by Abram Elam),3.710,4.780
1,2:06,1,10,CLE 12,3,0,Ray Rice left guard for 4 yards (tackle by T.J. Ward and Abram Elam),4.780,4.830
1,1:35,2,6,CLE 8,3,6,"Joe Flacco pass complete short middle to Anquan Boldin for 8 yards, touchdown",4.830,7.000
1,,,,CLE 2,3,7,Billy Cundiff kicks extra point good,0.000,0.000
1,,,,BAL 30,3,7,"Billy Cundiff kicks off 71 yards, returned by Josh Cribbs for 23 yards (tackle by Prescott Burgess)",0.000,0.410
1,1:23,1,10,CLE 22,3,7,Peyton Hillis left tackle for 5 yards (tackle by Cory Redding and Ray Lewis),0.410,0.540
1,0:48,2,5,CLE 27,3,7,Josh Cribbs middle for 1 yard (tackle by Jarret Johnson and Jameel McClain),0.540,-0.030
1,0:04,3,4,CLE 28,3,7,"Penalty on Josh Cribbs: False Start, 5 yards (no play)",-0.030,-0.690
Quarter,Time,Down,ToGo,Location,CLE,BAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,9,CLE 23,3,7,Seneca Wallace pass complete short right to Ben Watson for 10 yards (tackle by Dannell Ellerbe),-0.690,1.140
,,,,,,,"BAL challenged the pass completion ruling, and the play was upheld.",,
