Quarter,Time,Down,ToGo,Location,CHI,MIN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Bears won the coin toss, Bears to receive the opening kickoff.",,
1,15:00,,,MIN 30,0,0,"Aaron Elling kicks off 52 yards, returned by Jason McKie for 19 yards (tackle by Raonall Smith)",0.000,-1.400
1,14:56,1,10,CHI 37,0,0,Thomas Jones right end for no gain (tackle by Keith Newman and Chris Hovan),1.400,0.860
1,14:16,2,10,CHI 37,0,0,Rex Grossman pass incomplete intended for Bryan Johnson,0.860,0.170
1,14:12,3,10,CHI 37,0,0,Rex Grossman pass complete to Bobby Wade for 12 yards (tackle by Corey Chavous),0.170,2.190
1,13:35,1,10,CHI 49,0,0,Thomas Jones up the middle for 3 yards (tackle by E.J. Henderson and Kevin Williams),2.190,2.050
1,12:53,2,7,MIN 48,0,0,Rex Grossman pass complete to Thomas Jones for 9 yards (tackle by Brian Russell),2.050,2.980
1,12:13,1,10,MIN 39,0,0,Bobby Wade left end for 14 yards (tackle by Mike Nattiel),2.980,3.910
1,11:29,1,10,MIN 25,0,0,Anthony Thomas left end for 6 yards (tackle by E.J. Henderson and Keith Newman),3.910,4.200
1,10:43,2,4,MIN 19,0,0,Thomas Jones up the middle for 4 yards (tackle by Kenny Mixon),4.200,4.580
1,10:00,1,10,MIN 15,0,0,Thomas Jones right guard for 2 yards (tackle by Mike Nattiel and Antoine Winfield),4.580,4.280
1,9:24,2,8,MIN 13,0,0,Thomas Jones right end for 2 yards (tackle by Corey Chavous and Darrion Scott),4.280,3.780
1,8:43,3,6,MIN 11,0,0,"Penalty on John Tait: False Start, 5 yards (no play)",3.780,3.040
1,8:17,3,11,MIN 16,0,0,Rex Grossman pass incomplete intended for Thomas Jones,3.040,2.380
1,8:17,4,11,MIN 16,3,0,Paul Edinger 34 yard field goal good,2.380,3.000
1,,,,CHI 30,3,0,"Paul Edinger kicks off 64 yards, returned by Kelly Campbell for 20 yards (tackle by Adrian Peterson)",0.000,0.670
1,8:03,1,10,MIN 26,3,0,"Penalty on Adam Haayer: False Start, 5 yards (no play)",0.670,0.340
1,8:03,1,15,MIN 21,3,0,Onterrio Smith left end for 7 yards (tackle by Todd Johnson),0.340,0.400
1,7:26,2,8,MIN 28,3,0,Daunte Culpepper pass incomplete intended for Marcus Robinson (defended by Todd McMillon),0.400,-0.300
1,7:21,3,8,MIN 28,3,0,Daunte Culpepper pass complete to Randy Moss for 10 yards (tackle by Michael Green),-0.300,1.470
1,6:42,1,10,MIN 38,3,0,"Onterrio Smith left guard for 4 yards (tackle by Hunter Hillenmeyer). Penalty on Chris Liwienski: Offensive Holding, 10 yards (no play)",1.470,0.810
1,6:17,1,20,MIN 28,3,0,Daunte Culpepper pass complete to Onterrio Smith for 36 yards (tackle by Todd Johnson),0.810,3.180
1,5:45,1,10,CHI 36,3,0,Daunte Culpepper pass complete to Richard Owens for 11 yards (tackle by Todd Johnson),3.180,3.910
1,4:59,1,10,CHI 25,3,0,Daunte Culpepper pass incomplete intended for Onterrio Smith,3.910,3.360
1,4:53,2,10,CHI 25,3,0,Onterrio Smith right end for -1 yards (tackle by Israel Idonije),3.360,2.540
1,4:07,3,11,CHI 26,3,0,"Daunte Culpepper sacked by Adewale Ogunleye for -2 yards. Daunte Culpepper fumbles (forced by Adewale Ogunleye), recovered by Moe Williams at CHI-28",2.540,1.590
1,3:22,4,13,CHI 28,3,0,Morten Andersen 46 yard field goal no good,1.590,-1.330
1,3:16,1,10,CHI 36,3,0,Rex Grossman pass complete to Thomas Jones for 27 yards (tackle by Mike Nattiel),1.330,3.120
1,2:54,1,10,MIN 37,3,0,Thomas Jones up the middle for 8 yards (tackle by Corey Chavous and Mike Nattiel),3.120,3.650
1,2:15,2,2,MIN 29,3,0,Rex Grossman pass incomplete intended for Bernard Berrian,3.650,2.940
1,2:07,,,,3,0,Timeout #1 by Chicago Bears,0.000,2.940
1,2:07,3,2,MIN 29,3,0,Rex Grossman pass complete to Bryan Johnson for 10 yards (tackle by E.J. Henderson),2.940,4.310
1,1:30,1,10,MIN 19,3,0,Thomas Jones left tackle for no gain (tackle by Kenny Mixon and Chris Hovan),4.310,3.750
1,0:54,2,10,MIN 19,3,0,Thomas Jones left end for 11 yards (tackle by Brian Williams),3.750,5.370
1,0:20,1,8,MIN 8,3,0,"Rex Grossman sacked by Lance Johnstone for -2 yards. Rex Grossman fumbles (forced by Lance Johnstone), recovered by Kevin Williams at MIN-10",5.370,0.380
1,0:10,1,10,MIN 10,3,0,"Onterrio Smith left tackle for 4 yards (tackle by Adewale Ogunleye). Onterrio Smith fumbles (forced by Adewale Ogunleye), recovered by Adewale Ogunleye at MIN-14 and returned for 7 yards (tackle by David Dixon)",-0.380,-5.600
Quarter,Time,Down,ToGo,Location,CHI,MIN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,7,MIN 7,3,0,"Penalty on Desmond Clark: False Start, 5 yards (no play)",5.600,4.640
2,15:00,1,12,MIN 12,3,0,Rex Grossman pass complete to Thomas Jones for -3 yards (tackle by Keith Newman),4.640,3.460
2,14:34,2,15,MIN 15,3,0,Thomas Jones up the middle for 10 yards (tackle by Keith Newman and Corey Chavous),3.460,4.260
2,13:53,3,5,MIN 5,3,0,Rex Grossman pass incomplete intended for David Terrell,4.260,3.010
2,13:45,4,5,MIN 5,6,0,Paul Edinger 23 yard field goal good,3.010,3.000
2,,,,CHI 30,6,0,"Paul Edinger kicks off 69 yards, returned by Kelly Campbell for 16 yards (tackle by Bobby Gray)",0.000,-0.060
2,13:37,1,10,MIN 17,6,0,"Penalty on Tommie Harris: Encroachment, 5 yards (no play)",-0.060,0.810
2,13:41,1,5,MIN 22,6,0,Daunte Culpepper pass complete to Kelly Campbell for 10 yards (tackle by Bobby Gray),0.810,1.070
2,13:03,1,10,MIN 32,6,0,Onterrio Smith right end for -1 yards (tackle by Hunter Hillenmeyer and Joe Odom),1.070,0.390
2,12:20,2,11,MIN 31,6,0,"Daunte Culpepper sacked by Cameron Worrell for 0 yards. Daunte Culpepper fumbles (forced by Cameron Worrell), recovered by Chris Liwienski at MIN-31",0.390,-0.290
2,11:22,3,11,MIN 31,6,0,Daunte Culpepper pass complete to Kelly Campbell for 40 yards (tackle by Todd Johnson),-0.290,3.640
2,10:54,1,10,CHI 29,6,0,Onterrio Smith up the middle for 7 yards (tackle by Michael Haynes),3.640,4.050
2,10:11,2,3,CHI 22,6,0,Daunte Culpepper pass complete to Randy Moss for 15 yards (tackle by R.W. McQuarters). Penalty on R.W. McQuarters: Defensive Holding (Declined),4.050,5.600
2,9:42,1,7,CHI 7,6,0,Daunte Culpepper for 4 yards (tackle by Lance Briggs),5.600,5.530
