Quarter,Time,Down,ToGo,Location,NYG,PHI,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Eagles won the coin toss, Eagles to receive the opening kickoff.",,
1,15:00,,,NYG 30,0,0,"Matt Bryant kicks off 67 yards, returned by Brian Mitchell for 23 yards (tackle by Kevin Lewis)",0.000,0.670
1,14:55,1,10,PHI 26,0,0,"Donovan McNabb pass incomplete intended for James Thrash. Penalty on Jeff Thomason: False Start, 5 yards (no play)",0.670,0.340
1,14:55,1,15,PHI 21,0,0,Duce Staley middle for 14 yards (tackle by Shaun Williams and Brandon Short),0.340,1.350
1,14:21,2,1,PHI 35,0,0,Dorsey Levens left tackle for 1 yard (tackle by Micheal Barrow),1.350,1.330
1,13:44,1,10,PHI 36,0,0,Donovan McNabb middle for 38 yards (tackle by Shaun Williams),1.330,3.840
1,13:00,1,10,NYG 26,0,0,Duce Staley right tackle for -1 yards (tackle by Michael Strahan),3.840,3.160
1,12:16,2,11,NYG 27,0,0,"Penalty on Tra Thomas: False Start, 5 yards (no play)",3.160,2.490
1,12:03,2,16,NYG 32,0,0,Donovan McNabb pass incomplete intended for Dorsey Levens (defended by Michael Strahan),2.490,1.820
1,11:58,3,16,NYG 32,0,0,Donovan McNabb pass incomplete intended for Todd Pinkston,1.820,1.240
1,11:49,4,16,NYG 32,0,0,David Akers 50 yard field goal no good,1.240,-1.600
1,11:45,1,10,NYG 40,0,0,Tiki Barber left guard for 2 yards (tackle by Brandon Whiting),1.600,1.320
1,11:17,2,8,NYG 42,0,0,Ron Dayne middle for 3 yards (tackle by Corey Simon),1.320,1.030
1,10:38,3,5,NYG 45,0,0,Kerry Collins pass incomplete intended for Tim Carter,1.030,-0.390
1,10:34,4,5,NYG 45,0,0,"Matt Allen punts 49 yards, returned by Brian Mitchell for 11 yards (tackle by Marcellus Rivers)",-0.390,0.060
1,10:20,1,10,PHI 17,0,0,Duce Staley left end for 7 yards (tackle by Dhani Jones),-0.060,0.480
1,9:40,2,3,PHI 24,0,0,Brian Westbrook left end for 9 yards (tackle by Will Peterson),0.480,1.140
1,9:10,1,10,PHI 33,0,0,Duce Staley right tackle for 1 yard (tackle by Micheal Barrow and Cornelius Griffin),1.140,0.730
1,8:35,2,9,PHI 34,0,0,Donovan McNabb pass incomplete intended for Cecil Martin (defended by Dhani Jones),0.730,0.040
1,8:29,3,9,PHI 34,0,0,Donovan McNabb pass incomplete intended for Dorsey Levens,0.040,-1.110
1,8:24,4,9,PHI 34,0,0,"Sean Landeta punts 46 yards, fair catch by Delvin Joyce",-1.110,-0.280
1,8:17,1,10,NYG 20,0,0,Tiki Barber right end for 1 yard (tackle by Corey Simon),0.280,-0.130
1,7:43,2,9,NYG 21,0,0,Kerry Collins pass incomplete intended for Ike Hilliard,-0.130,-0.820
1,7:35,3,9,NYG 21,0,0,Kerry Collins pass incomplete intended for Amani Toomer (defended by Troy Vincent),-0.820,-1.960
1,7:32,4,9,NYG 21,0,0,"Matt Allen punts 41 yards, out of bounds",-1.960,-1.470
1,7:23,1,10,PHI 38,0,0,Donovan McNabb pass complete to Todd Pinkston for 8 yards (tackle by Brandon Short),1.470,2.000
1,6:43,2,2,PHI 46,0,0,Duce Staley middle for 23 yards (tackle by Omar Stoutmire),2.000,3.510
1,6:14,1,10,NYG 31,0,0,Donovan McNabb sacked by Micheal Barrow and Michael Strahan for -10 yards,3.510,1.620
1,5:44,2,20,NYG 41,0,0,Brian Westbrook middle for 15 yards (tackle by Will Peterson and Shaun Williams),1.620,2.940
1,5:05,3,5,NYG 26,0,0,Dorsey Levens left end for 5 yards (tackle by Kenny Holmes),2.940,4.170
1,4:21,1,10,NYG 21,0,0,Donovan McNabb pass complete to James Thrash for 8 yards (tackle by Will Allen),4.170,4.950
1,3:40,2,2,NYG 13,0,0,Duce Staley left end for 2 yards (tackle by Brandon Short and Frank Ferrara),4.950,4.840
1,3:06,1,10,NYG 11,0,0,Donovan McNabb pass incomplete intended for James Thrash,4.840,4.140
1,3:02,2,10,NYG 11,0,0,Duce Staley right tackle for 2 yards (tackle by Micheal Barrow and Lance Legree),4.140,3.530
1,2:19,3,8,NYG 9,0,0,Donovan McNabb pass incomplete intended for Todd Pinkston (defended by Will Allen),3.530,2.830
1,2:11,4,8,NYG 9,0,3,David Akers 27 yard field goal good,2.830,3.000
1,2:11,,,PHI 30,0,3,"David Akers kicks off 61 yards, returned by Tim Carter for 23 yards (tackle by N.D. Kalu)",0.000,1.070
1,2:03,1,10,NYG 32,0,3,Kerry Collins pass incomplete intended for Ike Hilliard,1.070,0.530
1,2:00,2,10,NYG 32,0,3,Ron Dayne left guard for 3 yards (tackle by Corey Simon),0.530,0.230
1,1:26,3,7,NYG 35,0,3,Kerry Collins pass complete to Amani Toomer for 8 yards (tackle by Brian Dawkins),0.230,1.800
1,0:50,1,10,NYG 43,0,3,"Kerry Collins pass complete to Jeremy Shockey for 21 yards (tackle by Shawn Barber). Penalty on Jeremy Shockey: Taunting, 15 yards",1.800,2.190
1,0:24,1,10,NYG 49,0,3,Tiki Barber left end for 31 yards (tackle by Blaine Bishop),2.190,4.240
Quarter,Time,Down,ToGo,Location,NYG,PHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,PHI 20,0,3,Tiki Barber right end for 2 yards (tackle by Troy Vincent),4.240,3.960
2,14:36,2,8,PHI 18,0,3,"Kerry Collins pass complete to Charles Stackhouse for 5 yards (tackle by Troy Vincent). Penalty on Carlos Emmons: Defensive Holding, 5 yards (no play)",3.960,4.710
2,14:21,1,10,PHI 13,0,3,Tiki Barber left guard for 4 yards (tackle by Brian Dawkins),4.710,4.770
