#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,CLE 21,3,1:07,4,Punt
2,1,11:51,CLE 31,6,4:33,22,Punt
3,1,4:49,CLE 28,5,3:08,19,Punt
4,1,1:41,HOU 13,5,2:34,13,Touchdown
5,2,11:49,CLE 30,3,2:04,8,Punt
6,2,3:19,CLE 30,4,1:34,8,Punt
7,2,0:44,CLE 14,1,0:44,3,End of Half
8,3,13:30,CLE 47,7,3:04,36,Field Goal
9,3,8:44,,0,0:13,0,Touchdown
10,3,5:44,CLE 40,6,3:29,60,Touchdown
11,4,13:38,CLE 20,4,1:52,39,Punt
12,4,9:43,CLE 43,9,4:23,31,Field Goal
13,4,3:53,CLE 41,3,1:06,7,Punt
14,4,2:25,HOU 4,2,0:29,4,Touchdown
