#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,TAM 20,6,3:15,6,Punt
2,1,9:30,TAM 3,3,0:55,-3,"Fumble, Safety"
3,1,6:56,TAM 42,3,2:19,-9,Punt
4,1,3:46,NYJ 44,5,2:39,44,Touchdown
5,2,11:01,TAM 20,6,3:58,35,Punt
6,2,6:51,NYJ 5,1,0:05,5,Touchdown
7,2,4:05,TAM 41,3,1:32,3,Interception
8,2,0:34,TAM 21,1,0:34,7,End of Half
9,3,10:20,TAM 6,11,5:16,55,Punt
10,3,2:16,TAM 20,3,0:54,-2,Punt
11,4,14:14,TAM 14,6,2:49,29,Punt
12,4,5:05,TAM 20,3,1:40,-14,Punt
13,4,2:14,TAM 20,9,1:40,61,Field Goal
14,4,0:02,,0,0:02,0,Fumble
