Quarter,Time,Down,ToGo,Location,IND,JAX,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Jaguars won the coin toss and deferred, Colts to receive the opening kickoff.",,
1,15:00,,,JAX 35,0,0,"Josh Scobee kicks off 70 yards, returned by David Reed for 26 yards (tackle by Josh Evans)",0.000,-0.340
1,14:56,1,10,IND 21,0,0,Andrew Luck pass complete short left to T.Y. Hilton for 9 yards (tackle by Alan Ball),0.340,1.020
1,14:14,2,1,IND 30,0,0,Trent Richardson up the middle for 6 yards (tackle by Paul Posluszny),1.020,1.330
1,13:37,1,10,IND 36,0,0,Andrew Luck pass incomplete short right intended for Reggie Wayne (defended by Will Blackmon),1.330,0.790
1,13:31,2,10,IND 36,0,0,"Andrew Luck pass incomplete short right intended for Darrius Heyward-Bey is intercepted by Will Blackmon at IND-43. Penalty on Jason Babin: Defensive Offside, 5 yards (no play)",0.790,1.470
1,13:21,2,5,IND 41,0,0,Trent Richardson right end for 2 yards (tackle by Roy Miller),1.470,1.030
1,12:35,3,3,IND 43,0,0,Andrew Luck pass incomplete short right intended for Darrius Heyward-Bey,1.030,-0.520
1,12:28,4,3,IND 43,0,0,"Pat McAfee punts 47 yards, returned by Ace Sanders for 10 yards (tackle by Sergio Brown)",-0.520,-0.280
1,12:17,1,10,JAX 20,0,0,Maurice Jones-Drew up the middle for 4 yards (tackle by Jerrell Freeman),0.280,0.270
1,11:42,2,6,JAX 24,0,0,Maurice Jones-Drew up the middle for 1 yard (tackle by Antoine Bethea),0.270,-0.300
1,11:01,3,5,JAX 25,0,0,Blaine Gabbert pass complete short left to Cecil Shorts for 11 yards (tackle by Delano Howell),-0.300,1.330
1,10:23,1,10,JAX 36,0,0,Blaine Gabbert pass incomplete deep left intended for Cecil Shorts is intercepted by Vontae Davis at IND-32,1.330,-1.070
1,10:17,1,10,IND 32,0,0,Andrew Luck pass complete short left to T.Y. Hilton for 3 yards (tackle by Russell Allen),1.070,0.930
1,9:29,2,7,IND 35,0,0,Andrew Luck pass incomplete short right intended for T.Y. Hilton is intercepted by Will Blackmon at IND-42 and returned for 1 yard (tackle by T.Y. Hilton),0.930,-2.850
1,9:25,1,10,IND 41,0,0,Maurice Jones-Drew for 6 yards (tackle by Vontae Davis),2.850,3.120
1,9:01,2,4,IND 35,0,0,Maurice Jones-Drew up the middle for no gain (tackle by Josh Chapman),3.120,2.410
1,8:23,3,4,IND 35,0,0,Blaine Gabbert pass incomplete short right intended for Jeremy Ebert (defended by Vontae Davis),2.410,0.980
1,8:18,4,4,IND 35,0,3,Josh Scobee 53 yard field goal good,0.980,3.000
1,8:18,,,JAX 35,0,3,"Josh Scobee kicks off 64 yards, returned by David Reed for 19 yards (tackle by LaRoy Reynolds)",0.000,-0.280
1,8:08,1,10,IND 20,0,3,Andrew Luck pass complete short right to Darrius Heyward-Bey for 13 yards (tackle by Will Blackmon),0.280,1.140
1,7:31,1,10,IND 33,0,3,Andrew Luck pass incomplete deep middle intended for T.Y. Hilton,1.140,0.590
1,7:25,2,10,IND 33,0,3,Trent Richardson up the middle for 1 yard (tackle by Brandon Deaderick),0.590,0.040
1,6:43,3,9,IND 34,0,3,Andrew Luck pass complete short middle to Trent Richardson for 6 yards (tackle by Paul Posluszny),0.040,-0.720
1,6:03,4,3,IND 40,0,3,"Pat McAfee punts 60 yards, touchback",-0.720,-0.280
1,5:53,1,10,JAX 20,0,3,Jordan Todman left end for 1 yard (tackle by Lawrence Guy),0.280,-0.130
1,5:21,2,9,JAX 21,0,3,"Blaine Gabbert pass complete short middle to Cecil Shorts for 15 yards (tackle by Delano Howell). Penalty on Jordan Todman: Unsportsmanlike Conduct, 15 yards",-0.130,0.340
1,5:21,1,10,JAX 21,0,3,"Penalty on JAX: Illegal Substitution, 5 yards (no play)",0.340,-0.220
1,4:40,1,15,JAX 16,0,3,Blaine Gabbert pass incomplete short right intended for Denard Robinson,-0.220,-1.010
1,4:30,2,15,JAX 16,0,3,Blaine Gabbert pass complete short middle to Maurice Jones-Drew for 5 yards (tackle by Jerrell Freeman),-1.010,-0.890
1,3:45,3,10,JAX 21,0,3,Blaine Gabbert pass incomplete. Penalty on Will Rackley: Offensive Holding (Declined),-0.890,-1.960
1,3:36,4,10,JAX 21,0,3,"Penalty on Jordan Todman: False Start, 5 yards (no play)",-1.960,-2.390
1,3:36,4,15,JAX 16,0,3,"Bryan Anger punts 49 yards, returned by T.Y. Hilton for 7 yards (tackle by Chris Prosinski)",-2.390,-1.730
1,3:26,1,10,IND 42,0,3,Andrew Luck pass incomplete deep middle intended for Darrius Heyward-Bey (defended by Josh Evans),1.730,1.190
1,3:20,2,10,IND 42,0,3,Andrew Luck pass complete deep middle to Reggie Wayne for 24 yards (tackle by Geno Hayes),1.190,3.310
1,2:46,1,10,JAX 34,0,3,Andrew Luck pass complete short left to Stanley Havili for 3 yards (tackle by Josh Evans),3.310,3.180
1,2:15,2,7,JAX 31,0,3,Andrew Luck pass complete short right to T.Y. Hilton for 9 yards (tackle by Jonathan Cyprien),3.180,4.110
1,1:31,1,10,JAX 22,0,3,Andrew Luck pass incomplete deep middle intended for Coby Fleener (defended by Will Blackmon),4.110,3.560
1,1:25,2,10,JAX 22,0,3,Trent Richardson right end for 1 yard (tackle by Sen'Derrick Marks),3.560,3.010
1,0:43,3,9,JAX 21,0,3,Andrew Luck right end for 17 yards (tackle by Josh Evans),3.010,6.280
Quarter,Time,Down,ToGo,Location,IND,JAX,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,4,JAX 4,0,3,Andrew Luck pass incomplete short middle intended for Reggie Wayne,6.280,5.340
2,14:56,2,4,JAX 4,0,3,Andrew Luck pass incomplete short left intended for Coby Fleener,5.340,4.490
2,14:51,3,4,JAX 4,0,3,Andrew Luck pass incomplete short left intended for Reggie Wayne,4.490,3.030
2,14:46,4,4,JAX 4,3,3,Adam Vinatieri 22 yard field goal good,3.030,3.000
2,14:46,,,IND 35,3,3,"Pat McAfee kicks off 68 yards, returned by Denard Robinson for 23 yards (tackle by Sergio Brown)",0.000,-0.280
2,14:38,1,10,JAX 20,3,3,Justin Forsett left end for 3 yards (tackle by Jerrell Freeman),0.280,0.140
2,13:54,2,7,JAX 23,3,3,Maurice Jones-Drew up the middle for no gain (tackle by Cory Redding),0.140,-0.560
2,13:16,3,7,JAX 23,3,3,"Blaine Gabbert pass incomplete short left intended for Jeremy Ebert. Penalty on Jerrell Freeman: Defensive Holding, 5 yards (no play)",-0.560,0.810
2,13:12,1,10,JAX 28,3,3,Maurice Jones-Drew up the middle for 4 yards (tackle by Pat Angerer),0.810,0.800
2,12:36,2,6,JAX 32,3,3,Maurice Jones-Drew up the middle for 2 yards (tackle by Aubrayo Franklin),0.800,0.370
2,12:36,3,4,JAX 34,9,3,"Blaine Gabbert pass incomplete short left intended for Cecil Shorts is intercepted by Darius Butler at JAX-41 and returned for 41 yards, touchdown",0.370,-7.000
2,11:48,,,JAX 2,10,3,Adam Vinatieri kicks extra point good,0.000,0.000
2,11:48,,,IND 35,10,3,"Pat McAfee kicks off 74 yards, touchback",0.000,-0.280
2,11:47,1,10,JAX 20,10,3,Blaine Gabbert left guard for 5 yards (tackle by Pat Angerer),0.280,0.410
2,11:03,2,5,JAX 25,10,3,Maurice Jones-Drew up the middle for 4 yards (tackle by Ricardo Mathews),0.410,0.230
2,10:28,3,1,JAX 29,10,3,Maurice Jones-Drew up the middle for no gain (tackle by Robert Mathis),0.230,-1.440
2,9:37,4,1,JAX 29,10,3,"Bryan Anger punts 61 yards, returned by T.Y. Hilton for 9 yards (tackle by LaRoy Reynolds)",-1.440,-0.150
2,9:22,1,10,IND 19,10,3,Andrew Luck pass complete short left to Coby Fleener for 13 yards (tackle by Jonathan Cyprien),0.150,1.070
