Quarter,Time,Down,ToGo,Location,ARI,SFO,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"49ers won the coin toss and deferred, Cardinals to receive the opening kickoff.",,
1,15:00,,,SFO 35,0,0,"David Akers kicks off 65 yards, touchback",0.000,0.280
1,15:00,1,10,ARI 20,0,0,John Skelton pass incomplete short right intended for Andre Roberts,0.280,-0.270
1,14:55,2,10,ARI 20,0,0,Chris Wells right tackle for 4 yards (tackle by Carlos Rogers),-0.270,-0.430
1,14:15,3,6,ARI 24,0,0,John Skelton pass incomplete short right intended for Larry Fitzgerald (defended by Carlos Rogers),-0.430,-1.770
1,14:07,4,6,ARI 24,0,0,"Dave Zastudil punts 49 yards, returned by Ted Ginn Jr. for 18 yards (tackle by Hamza Abdullah). Penalty on Tramaine Brock: Offensive Holding, 10 yards",-1.770,-0.150
1,13:56,1,10,SFO 19,0,0,Alex Smith pass incomplete short left intended for Braylon Edwards (defended by Richard Marshall),0.150,-0.390
1,13:44,2,10,SFO 19,0,0,Frank Gore left guard for no gain (tackle by Calais Campbell),-0.390,-1.070
1,13:04,3,10,SFO 19,0,0,Alex Smith pass complete deep left to Michael Crabtree for 38 yards (tackle by Patrick Peterson),-1.070,2.720
1,12:32,1,10,ARI 43,0,0,Frank Gore right tackle for 3 yards (tackle by Dan Williams),2.720,2.580
1,11:56,2,7,ARI 40,0,0,Alex Smith pass incomplete short left intended for Braylon Edwards,2.580,1.880
1,11:51,3,7,ARI 40,0,0,Alex Smith pass complete short left to Michael Crabtree for 13 yards (tackle by Michael Adams),1.880,3.780
1,11:18,1,10,ARI 27,0,0,Frank Gore left tackle for 4 yards (tackle by Rashad Johnson and Sam Acho),3.780,3.770
1,10:53,2,6,ARI 23,0,0,"Penalty on Bruce Miller: False Start, 5 yards (no play)",3.770,3.100
1,10:26,2,11,ARI 28,0,0,Alex Smith pass incomplete short left intended for Delanie Walker (defended by Calais Campbell),3.100,2.410
1,10:22,3,11,ARI 28,0,0,Alex Smith pass incomplete short right intended for Michael Crabtree,2.410,1.590
1,10:18,4,11,ARI 28,0,0,"David Akers 46 yard field goal no good, blocked by Calais Campbell",1.590,-1.330
1,10:11,1,10,ARI 36,0,0,Chris Wells left tackle for 8 yards (tackle by Patrick Willis and Donte Whitner),1.330,1.870
1,9:34,2,2,ARI 44,0,0,John Skelton pass incomplete short left intended for Andre Roberts is intercepted by Patrick Willis at ARI-48 and returned for 10 yards (tackle by Levi Brown),1.870,-3.050
