Quarter,Time,Down,ToGo,Location,CLE,OAK,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Raiders won the coin toss, Raiders to receive the opening kickoff.",,
1,15:00,,,CLE 30,0,0,"Phil Dawson kicks off 52 yards, returned by Doug Gabriel for 19 yards (tackle by Brodney Pool)",0.000,1.400
1,14:56,1,10,OAK 37,0,0,LaMont Jordan right guard for 4 yards (tackle by Jason Fisk),1.400,1.400
1,14:22,2,6,OAK 41,0,0,LaMont Jordan up the middle for 2 yards (tackle by Matt Stewart and Jason Fisk),1.400,0.960
1,13:47,3,4,OAK 43,0,0,Kerry Collins pass incomplete intended for Courtney Anderson,0.960,-0.520
1,13:41,4,4,OAK 43,0,0,Shane Lechler punts 56 yards,-0.520,-1.530
1,13:27,1,10,CLE 39,0,0,Reuben Droughns right guard for -1 yards (tackle by Derrick Burgess and Ted Washington),1.530,0.850
1,12:48,2,11,CLE 38,0,0,Reuben Droughns up the middle for 2 yards (tackle by Ted Washington and Danny Clark),0.850,0.430
1,12:10,3,9,CLE 40,0,0,Charlie Frye pass incomplete intended for Antonio Bryant,0.430,-0.720
1,12:03,4,9,CLE 40,0,0,"Kyle Richardson punts 57 yards, returned by Chris Carr for 1 yard (tackle by Josh Cribbs)",-0.720,0.380
1,11:51,1,10,OAK 4,0,0,Zack Crockett right tackle for 1 yard (tackle by Nick Eason),-0.380,-0.710
1,11:13,2,9,OAK 5,0,0,LaMont Jordan left guard for 5 yards,-0.710,-0.720
1,10:33,3,4,OAK 10,0,0,Kerry Collins sacked by Nick Eason for -5 yards,-0.720,-2.490
1,10:02,4,9,OAK 5,0,0,"Shane Lechler punts 51 yards, returned by Dennis Northcutt for 9 yards (tackle by Omar Easy)",-2.490,-2.460
1,9:51,1,10,OAK 47,0,0,Charlie Frye pass complete to Dennis Northcutt for 12 yards (tackle by Fabian Washington),2.460,3.250
1,9:17,1,10,OAK 35,0,0,Reuben Droughns left tackle for 15 yards (tackle by Tim Johnson),3.250,4.240
1,8:53,1,10,OAK 20,0,0,Charlie Frye pass complete to Reuben Droughns for 6 yards (tackle by Danny Clark),4.240,4.640
1,8:10,2,4,OAK 14,0,0,Reuben Droughns left tackle for 1 yard (tackle by Ted Washington),4.640,4.100
1,7:33,3,3,OAK 13,0,0,Charlie Frye up the middle for 9 yards (tackle by Stuart Schweigert),4.100,6.280
1,6:48,1,4,OAK 4,0,0,Reuben Droughns up the middle for 3 yards (tackle by Nnamdi Asomugha),6.280,5.910
1,6:10,2,1,OAK 1,0,0,Reuben Droughns left guard for -1 yards (tackle by Kirk Morrison),5.910,4.950
1,5:30,3,2,OAK 2,0,0,Reuben Droughns right tackle for 1 yard (tackle by Kirk Morrison and Stuart Schweigert),4.950,3.550
1,5:00,4,1,OAK 1,0,0,Reuben Droughns left tackle for no gain (tackle by Jarrod Cooper),3.550,0.380
1,4:56,1,10,OAK 1,0,0,Penalty on LaMont Jordan: False Start (no play),-0.380,-0.380
1,4:56,1,10,OAK 1,0,0,Zack Crockett up the middle for 4 yards (tackle by Ben Taylor),-0.380,-0.490
1,4:21,2,6,OAK 5,0,0,LaMont Jordan up the middle for 11 yards (tackle by Brian Russell),-0.490,-0.140
1,3:39,1,10,OAK 16,0,0,Kerry Collins pass incomplete intended for Doug Gabriel (defended by Leigh Bodden),-0.140,-0.660
1,3:35,2,10,OAK 16,0,0,Kerry Collins pass complete to Jerry Porter for 9 yards (tackle by Daylon McCutcheon),-0.660,-0.200
1,2:53,3,1,OAK 25,0,0,LaMont Jordan up the middle for 3 yards (tackle by Chaun Thompson),-0.200,0.810
1,2:21,1,10,OAK 28,0,0,LaMont Jordan right guard for 11 yards (tackle by Brian Russell and Alvin McKinley),0.810,1.530
1,1:41,1,10,OAK 39,0,0,LaMont Jordan right guard for 2 yards (tackle by Alvin McKinley),1.530,1.260
1,1:09,2,8,OAK 41,0,0,Kerry Collins pass incomplete intended for Jerry Porter,1.260,0.560
1,0:56,3,8,OAK 41,0,0,Kerry Collins pass incomplete intended for LaMont Jordan,0.560,-0.650
1,0:51,4,8,OAK 41,0,0,"Shane Lechler punts 46 yards, returned by Sean Jones for no gain",-0.650,0.320
1,0:46,1,10,CLE 13,0,0,Charlie Frye pass complete to Steve Heiden for 4 yards (tackle by Danny Clark),-0.320,-0.300
1,0:10,2,6,CLE 17,0,0,Charlie Frye pass incomplete intended for Dennis Northcutt (defended by Stanford Routt),-0.300,-0.940
Quarter,Time,Down,ToGo,Location,CLE,OAK,Detail,EPB,EPA
