#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,12:43,PHI 39,9,2:50,61,Touchdown
2,1,8:17,PHI 18,3,1:26,6,Punt
3,1,4:28,PHI 13,3,1:16,9,Punt
4,2,12:41,PHI 4,3,1:05,6,Punt
5,2,11:36,BUF 37,2,0:58,37,Touchdown
6,2,6:20,PHI 10,5,2:21,10,Punt
7,2,1:28,PHI 20,11,1:23,53,Field Goal
8,3,15:00,PHI 20,14,5:18,57,Field Goal
9,3,5:14,PHI 20,3,1:10,2,Punt
10,3,0:46,PHI 11,8,2:51,65,Interception
11,4,9:18,BUF 46,3,0:37,5,Punt
12,4,5:25,PHI 34,7,1:59,54,Field Goal
13,4,2:17,PHI 36,3,0:28,-11,Punt
14,4,1:16,PHI 40,2,1:16,-2,End of Game
