Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Najee Harris,PIT,12,39,1,5,30,2.5,9,0.8,0,
Chase Claypool,PIT,2,1,0,0,0,0.0,1,0.5,0,
Benny Snell Jr.,PIT,2,7,0,,7,3.5,0,0.0,0,
Kalen Ballage,PIT,1,3,0,,3,3.0,0,0.0,0,
Ray-Ray McCloud,PIT,1,5,0,0,0,0.0,5,5.0,1,1.0
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Austin Ekeler,LAC,11,50,2,5,43,3.9,7,0.6,0,
Justin Herbert,LAC,9,90,0,4,85,9.4,5,0.6,1,9.0
Larry Rountree,LAC,2,5,0,,3,1.5,2,1.0,0,
Jalen Guyton,LAC,1,2,0,0,2,2.0,0,0.0,0,
Justin Jackson,LAC,1,2,0,,2,2.0,0,0.0,0,
Josh Palmer,LAC,1,6,0,,6,6.0,0,0.0,0,
Andre Roberts,LAC,1,4,0,,4,4.0,0,0.0,0,
