Quarter,Time,Down,ToGo,Location,MIA,KAN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Dolphins won the coin toss and deferred, Chiefs to receive the opening kickoff.",,
1,15:00,,,MIA 35,0,0,"Jason Sanders kicks off 65 yards, touchback.",0.000,0.610
1,15:00,1,10,KAN 25,0,0,Patrick Mahomes pass complete deep left to Marquez Valdes-Scantling for 21 yards (tackle by David Long),0.610,1.990
1,14:25,1,10,KAN 46,0,0,Patrick Mahomes pass complete short left to Travis Kelce for 4 yards (tackle by DeShon Elliott),1.990,1.990
1,13:50,2,6,KAN 50,0,0,Isiah Pacheco right guard for 4 yards (tackle by David Long and Bradley Chubb),1.990,1.820
1,13:15,3,2,MIA 46,0,0,Patrick Mahomes pass complete short right to Skyy Moore for 10 yards (tackle by Kader Kohou and Jaelan Phillips),1.820,3.180
1,12:41,1,10,MIA 36,0,0,Patrick Mahomes pass complete deep right to Noah Gray for 25 yards (tackle by DeShon Elliott),3.180,4.840
1,12:12,1,10,MIA 11,0,0,"Patrick Mahomes pass complete short middle to Justin Watson for 11 yards, touchdown Replay Assistant challenged the pass completion ruling, and the original play was overturned. Patrick Mahomes pass incomplete short middle intended for Justin Watson",4.840,4.140
1,12:08,2,10,MIA 11,0,6,"Patrick Mahomes pass complete short left to Rashee Rice for 11 yards, touchdown",4.140,7.000
1,12:03,,,MIA 15,0,7,Harrison Butker kicks extra point good,0.000,0.000
1,12:03,,,KAN 35,0,7,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
1,12:03,1,10,MIA 25,0,7,Tua Tagovailoa pass complete short left to Jaylen Waddle for 15 yards (tackle by Drue Tranquill),0.610,1.600
1,11:27,1,10,MIA 40,0,7,Raheem Mostert right end for no gain (tackle by Chamarri Conner and Drue Tranquill),1.600,1.050
1,10:47,2,10,MIA 40,0,7,Tua Tagovailoa pass complete short left to Tyreek Hill for no gain (tackle by Michael Danna),1.050,0.370
1,10:01,,,,,,Timeout #1 by Miami Dolphins,,
1,10:01,3,10,MIA 40,0,7,"Penalty on Chase Claypool: False Start, 5 yards (accepted) (no play)",0.370,-0.300
1,10:01,3,15,MIA 35,0,7,"Penalty on Chris Jones: Neutral Zone Infraction, 5 yards (accepted) (no play)",-0.300,0.370
1,10:01,3,10,MIA 40,0,7,Tua Tagovailoa sacked by Jaylen Watson for -7 yards,0.370,-1.180
1,9:24,4,17,MIA 33,0,7,"Jake Bailey punts 40 yards, returned by Mecole Hardman for -3 yards (tackle by Elijah Campbell)",-1.180,-0.540
1,9:13,1,10,KAN 24,0,7,Isiah Pacheco left guard for 8 yards (tackle by Bradley Chubb and Jevon Holland),0.540,1.080
1,8:41,2,2,KAN 32,0,7,Isiah Pacheco up the middle for 9 yards (tackle by DeShon Elliott and Jevon Holland),1.080,1.660
1,8:01,1,10,KAN 41,0,7,Patrick Mahomes pass incomplete short right intended for La'Mical Perine,1.660,1.120
1,7:56,2,10,KAN 41,0,7,Isiah Pacheco left tackle for no gain (tackle by Andrew Van Ginkel and David Long),1.120,0.430
1,7:21,3,10,KAN 41,0,7,Patrick Mahomes pass complete short right to Travis Kelce for 3 yards (tackle by Andrew Van Ginkel),0.430,-0.460
1,6:45,4,7,KAN 44,0,7,"Tommy Townsend punts 38 yards, fair catch by Braxton Berrios at MIA-18",-0.460,-0.040
1,6:38,1,10,MIA 18,0,7,Raheem Mostert left end for 6 yards (tackle by Michael Danna and Trent McDuffie),0.040,0.410
1,5:59,2,4,MIA 24,0,7,Jaylen Waddle left end for 12 yards (tackle by Bryan Cook),0.410,1.330
1,5:20,1,10,MIA 36,0,7,"Tua Tagovailoa pass complete short right to Tyreek Hill for 6 yards (tackle by Bryan Cook). Penalty on L'Jarius Sneed: Defensive Holding, 5 yards (accepted) (no play)",1.330,1.660
1,4:45,1,10,MIA 41,0,7,Tua Tagovailoa pass complete short middle to Tyreek Hill for 17 yards (tackle by Drue Tranquill),1.660,2.790
1,4:02,1,10,KAN 42,0,7,Tua Tagovailoa pass incomplete short right intended for Cedrick Wilson,2.790,2.240
1,3:59,2,10,KAN 42,0,7,Raheem Mostert right end for no gain (tackle by L'Jarius Sneed and Leo Chenal),2.240,1.550
1,3:21,3,10,KAN 42,0,7,"Tua Tagovailoa pass complete deep right to Jaylen Waddle for no gain (tackle by Justin Reid and Jaylen Watson). Penalty on Cedrick Wilson: Illegal Shift, 5 yards (accepted) (no play)",1.550,0.890
1,2:50,3,15,KAN 47,0,7,Tua Tagovailoa pass complete short middle to Salvon Ahmed for 3 yards (tackle by Drue Tranquill),0.890,0.330
1,2:10,4,12,KAN 44,0,7,"Jake Bailey punts 35 yards, fair catch by Mecole Hardman at KC-9",0.330,0.380
1,2:04,1,10,KAN 9,0,7,Patrick Mahomes pass complete short left to Justin Watson for 8 yards (tackle by Kader Kohou),-0.380,-0.020
1,1:28,2,2,KAN 17,0,7,Isiah Pacheco left guard for 5 yards (tackle by Jalen Ramsey and David Long),-0.020,0.410
1,0:53,1,10,KAN 22,0,7,Patrick Mahomes sacked by Jaelan Phillips for no gain,0.410,-0.130
1,0:16,2,10,KAN 22,0,7,Patrick Mahomes pass incomplete short right,-0.130,-0.820
1,0:12,3,10,KAN 22,0,7,Patrick Mahomes pass incomplete deep right intended for Justin Watson,-0.820,-1.900
1,0:06,4,10,KAN 22,0,7,"Tommy Townsend punts 48 yards, fair catch by Braxton Berrios at MIA-30",-1.900,-0.940
Quarter,Time,Down,ToGo,Location,MIA,KAN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,MIA 30,0,7,Tua Tagovailoa pass complete short middle to Tyreek Hill for 10 yards (tackle by Trent McDuffie),0.940,1.600
2,14:19,1,10,MIA 40,0,7,Salvon Ahmed right end for 1 yard (tackle by Charles Omenihu and Leo Chenal),1.600,1.190
2,13:39,2,9,MIA 41,0,7,Tua Tagovailoa pass incomplete deep right intended for Tyreek Hill,1.190,0.500
2,13:33,3,9,MIA 41,0,7,Tua Tagovailoa pass incomplete short middle intended for Jeff Wilson,0.500,-0.650
2,13:31,4,9,MIA 41,0,7,"Jake Bailey punts 42 yards, fair catch by Mecole Hardman at KC-17",-0.650,0.060
2,13:25,1,10,KAN 17,0,7,Patrick Mahomes pass complete short middle to Mecole Hardman for -7 yards (tackle by Christian Wilkins),-0.060,-1.290
2,12:47,2,17,KAN 10,0,7,Patrick Mahomes pass incomplete short right intended for Justin Watson (defended by Xavien Howard),-1.290,-2.240
2,12:43,,,,,,Timeout #1 by Kansas City Chiefs,,
2,12:43,3,17,KAN 10,0,7,Patrick Mahomes pass complete short left to Jerick McKinnon for 5 yards (tackle by Kader Kohou),-2.240,-2.440
2,12:01,4,12,KAN 15,0,7,"Tommy Townsend punts 48 yards, returned by Braxton Berrios for 7 yards (tackle by Leo Chenal and Cam Jones)",-2.440,-1.860
2,11:50,1,10,MIA 44,0,7,Tua Tagovailoa pass incomplete deep right intended for Jaylen Waddle,1.860,1.320
2,11:45,2,10,MIA 44,0,7,"Tua Tagovailoa pass incomplete short right. Penalty on Tua Tagovailoa: Intentional Grounding, 10 yards (accepted)",1.320,-0.690
2,11:41,3,20,MIA 34,0,7,Tua Tagovailoa pass complete short left to Jeff Wilson for 10 yards (tackle by Justin Reid),-0.690,-0.460
2,11:04,4,10,MIA 44,0,7,"Jake Bailey punts 47 yards, fair catch by Mecole Hardman at KC-9. Penalty on Bryan Cook: Offensive Holding, 4 yards (accepted)",-0.460,0.380
2,10:59,1,10,KAN 5,0,7,Isiah Pacheco up the middle for 2 yards (tackle by Jerome Baker and Andrew Van Ginkel),-0.380,-0.630
2,10:21,2,8,KAN 7,0,7,Isiah Pacheco right guard for 3 yards (tackle by Zach Sieler and David Long),-0.630,-0.840
2,9:41,3,5,KAN 10,0,7,Patrick Mahomes pass complete short left to Rashee Rice for 6 yards (tackle by Kader Kohou),-0.840,-0.140
2,9:05,,,,,,Timeout #2 by Kansas City Chiefs,,
2,9:05,1,10,KAN 16,0,7,Jerick McKinnon right tackle for 2 yards (tackle by Jevon Holland and Jaelan Phillips),-0.140,-0.350
2,8:28,2,8,KAN 18,0,7,"Patrick Mahomes pass incomplete short left intended for Rashee Rice. Penalty on Bradley Chubb: Defensive Holding, 5 yards (accepted) (no play)",-0.350,0.480
2,8:20,1,10,KAN 23,0,7,Patrick Mahomes scrambles up the middle for 5 yards (tackle by Zach Sieler),0.480,0.610
2,7:37,2,5,KAN 28,0,7,Isiah Pacheco right tackle for 7 yards (tackle by Zach Sieler),0.610,1.270
2,7:01,1,10,KAN 35,0,7,Isiah Pacheco right tackle for 2 yards (tackle by Raekwon Davis and Da'Shawn Hand),1.270,0.990
2,6:27,2,8,KAN 37,0,7,Patrick Mahomes pass complete short middle to Kadarius Toney for 18 yards (tackle by Nik Needham and Jevon Holland),0.990,2.590
2,5:45,1,10,MIA 45,0,7,Patrick Mahomes pass complete short left to Noah Gray for 3 yards (tackle by Jevon Holland),2.590,2.450
2,5:04,2,7,MIA 42,0,7,"Penalty on Donovan Smith: False Start, 5 yards (accepted) (no play)",2.450,1.770
2,4:51,2,12,MIA 47,0,7,"Patrick Mahomes scrambles right end for no gain (tackle by Jaelan Phillips). Penalty on Donovan Smith: Offensive Holding, 10 yards (offset) . Penalty on Jaelan Phillips: Defensive Holding, 5 yards (offset) (no play)",1.770,1.770
2,4:31,2,12,MIA 47,0,7,Patrick Mahomes pass complete deep left to Skyy Moore for 23 yards (tackle by DeShon Elliott),1.770,3.970
2,3:51,1,10,MIA 24,0,7,Patrick Mahomes scrambles left end for 6 yards (tackle by Jaelan Phillips),3.970,4.290
2,3:12,2,4,MIA 18,0,7,Isiah Pacheco left tackle for 1 yard (tackle by David Long),4.290,3.750
2,2:37,3,3,MIA 17,0,13,"Patrick Mahomes pass complete short right to Jerick McKinnon for 17 yards, touchdown. Penalty on Jalen Ramsey: Defensive Holding, 5 yards (declined)",3.750,7.000
2,2:31,,,MIA 15,0,14,Harrison Butker kicks extra point good,0.000,0.000
2,2:31,,,KAN 35,0,14,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
