#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,NWE 20,9,5:15,80,Touchdown
2,1,8:46,BUF 35,6,2:45,35,Touchdown
3,1,0:14,NWE 30,3,0:33,3,Punt
4,2,12:27,NWE 15,5,2:20,20,Punt
5,2,7:33,NWE 35,5,1:32,65,Touchdown
6,2,1:56,NWE 20,5,0:51,67,Interception
7,2,0:03,,0,0:03,0,End of Half
8,3,13:27,NWE 43,1,0:11,0,Interception
9,3,9:34,NWE 14,10,4:43,81,Field Goal
10,3,3:50,NWE 18,8,4:07,40,Punt
11,4,13:11,NWE 46,4,1:44,31,Interception
12,4,10:36,NWE 20,1,0:14,0,Interception
13,4,10:22,NWE 29,15,6:57,71,Touchdown
