Quarter,Time,Down,ToGo,Location,CLE,BAL,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Ravens won the coin toss, Ravens to receive the opening kickoff.",,
1,15:00,,,CLE 30,0,0,"Phil Dawson kicks off 70 yards, touchback",0.000,0.280
1,15:00,1,10,BAL 20,0,0,Anthony Wright pass incomplete intended for Ovie Mughelli,0.280,-0.270
1,14:47,2,10,BAL 20,0,0,Chester Taylor left tackle for 4 yards (tackle by Ben Taylor and Brian Russell),-0.270,-0.430
1,14:07,3,6,BAL 24,0,0,Anthony Wright pass complete to Derrick Mason for 13 yards,-0.430,1.400
1,13:34,1,10,BAL 37,0,0,Jamal Lewis left tackle for 1 yard (tackle by Alvin McKinley and Gary Baxter),1.400,0.990
1,12:57,2,9,BAL 38,0,0,Jamal Lewis up the middle for 5 yards (tackle by Orpheus Roye and Gary Baxter),0.990,0.960
1,12:20,3,4,BAL 43,0,0,Anthony Wright pass complete to Chester Taylor for 3 yards (tackle by Daylon McCutcheon),0.960,-0.320
1,11:40,4,1,BAL 46,0,0,"Dave Zastudil punts 41 yards, returned by Dennis Northcutt for 9 yards (tackle by Daniel Wilcox)",-0.320,-0.410
1,11:26,1,10,CLE 22,0,0,"Trent Dilfer for no gain. Trent Dilfer fumbles, recovered by Ray Lewis at CLE-20 (tackle by Cosey Coleman)",0.410,-4.240
1,11:26,1,10,CLE 20,0,0,Anthony Wright pass complete to Mark Clayton for 9 yards (tackle by Gary Baxter),4.240,5.260
1,10:55,2,1,CLE 11,0,0,Jamal Lewis up the middle for 3 yards (tackle by Alvin McKinley and Kenard Lang),5.260,5.370
1,10:18,1,8,CLE 8,0,0,Jamal Lewis left guard for 2 yards,5.370,4.950
1,9:35,2,6,CLE 6,0,0,Chester Taylor up the middle for 3 yards,4.950,4.720
1,8:54,3,3,CLE 3,0,6,"Anthony Wright pass complete to Todd Heap for 3 yards, touchdown",4.720,7.000
1,,,,CLE 2,0,7,Matt Stover kicks extra point good,0.000,0.000
1,,,,BAL 30,0,7,"Matt Stover kicks off 61 yards, returned by Josh Cribbs for 24 yards (tackle by Dale Carter)",0.000,1.140
1,8:42,1,10,CLE 33,0,7,"Trent Dilfer pass incomplete intended for Antonio Bryant. Penalty on L.J. Shelton: False Start, 5 yards (no play)",1.140,0.810
1,8:42,1,15,CLE 28,0,7,Trent Dilfer pass incomplete intended for William Green,0.810,-0.080
1,8:39,2,15,CLE 28,0,7,Trent Dilfer pass complete to Antonio Bryant for 9 yards (tackle by Ray Lewis),-0.080,0.430
1,7:56,3,6,CLE 37,0,7,Trent Dilfer pass complete to Reuben Droughns for -2 yards (tackle by Chad Williams),0.430,-1.040
1,7:16,4,8,CLE 35,0,7,"Kyle Richardson punts 52 yards, returned by B.J. Sams for 51 yards (tackle by Sean Jones)",-1.040,-3.180
1,6:59,1,10,CLE 36,0,7,Anthony Wright pass complete to Chester Taylor for 1 yard (tackle by Daylon McCutcheon and Chaun Thompson),3.180,2.770
1,6:20,2,9,CLE 35,0,7,Jamal Lewis up the middle for 2 yards,2.770,2.350
1,5:39,3,7,CLE 33,0,7,Anthony Wright pass complete to Derrick Mason for 6 yards (tackle by Brodney Pool),2.350,1.820
1,5:02,4,1,CLE 27,0,7,Jamal Lewis left tackle for 5 yards (tackle by Orlando Ruff and Chaun Thompson),1.820,4.110
1,4:29,1,10,CLE 22,0,7,Jamal Lewis up the middle for -2 yards (tackle by Gary Baxter),4.110,3.290
1,3:53,2,12,CLE 24,0,7,Anthony Wright pass incomplete intended for Chester Taylor,3.290,2.610
1,3:45,3,12,CLE 24,0,7,Anthony Wright pass complete to Derrick Mason for 3 yards (tackle by Ray Mickens),2.610,2.060
1,3:11,4,9,CLE 21,0,10,Matt Stover 39 yard field goal good,2.060,3.000
1,,,,BAL 30,0,10,"Aaron Elling kicks off 62 yards, returned by Josh Cribbs for 16 yards (tackle by Bart Scott). Josh Cribbs fumbles (forced by Bart Scott), recovered by Mason Unck at CLE-21",0.000,-0.340
1,3:01,1,10,CLE 21,0,10,Trent Dilfer pass complete to Steve Heiden for 9 yards (tackle by Chris McAlister),0.340,1.020
1,2:32,2,1,CLE 30,0,10,Trent Dilfer pass incomplete intended for Dennis Northcutt (defended by Jarret Johnson),1.020,0.300
1,2:31,3,1,CLE 30,0,10,Trent Dilfer pass incomplete,0.300,-1.370
1,2:27,4,1,CLE 30,0,10,"Kyle Richardson punts 57 yards, returned by B.J. Sams for 15 yards (tackle by Michael Lehan). Penalty on Ovie Mughelli: Offensive Holding, 6 yards",-1.370,0.380
1,2:11,1,10,BAL 7,0,10,Chester Taylor left tackle for 4 yards (tackle by Chaun Thompson and Ben Taylor),-0.380,-0.490
1,1:34,2,6,BAL 11,0,10,Jamal Lewis right tackle for 4 yards,-0.490,-0.480
1,0:53,,,,0,10,Timeout #1 by Baltimore Ravens,0.000,-0.480
1,0:53,3,2,BAL 15,0,10,"Jamal Lewis up the middle for 1 yard. Penalty on Alvin McKinley: Defensive Offside, 5 yards (no play)",-0.480,0.280
1,0:33,1,10,BAL 20,0,10,Chester Taylor left tackle for 52 yards (tackle by Brian Russell),0.280,3.710
Quarter,Time,Down,ToGo,Location,CLE,BAL,Detail,EPB,EPA
