#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,MIA 25,3,0:58,1,Punt
2,1,8:56,MIA 43,6,2:00,30,Missed FG
3,1,4:50,KAN 44,7,3:15,44,Touchdown
4,1,0:37,KAN 47,10,5:23,34,Field Goal
5,2,8:10,MIA 25,3,2:18,12,Punt
6,2,4:10,MIA 22,4,1:18,15,Interception
7,2,0:37,MIA 25,3,0:37,17,End of Half
8,3,13:50,MIA 25,3,1:02,5,Punt
9,3,12:48,MIA 25,7,2:28,25,Punt
10,3,7:23,MIA 7,2,0:31,-7,Safety
11,3,5:17,MIA 18,7,2:40,23,Punt
12,4,14:19,MIA 20,6,2:16,80,Touchdown
13,4,10:07,MIA 25,14,5:52,75,Touchdown
14,4,1:08,MIA 25,5,0:52,49,Field Goal
