#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,9:30,PHI 45,3,1:08,0,Punt
2,1,6:18,PHI 20,9,3:43,63,Field Goal
3,2,13:19,PHI 20,10,4:24,47,Field Goal
4,2,1:06,PHI 20,8,1:06,66,Field Goal
5,3,15:00,PHI 20,3,1:19,-6,Punt
6,3,12:03,PHI 20,5,1:53,36,Interception
7,3,7:40,PHI 15,4,1:36,9,Downs
8,3,4:43,PHI 30,6,1:29,70,Touchdown
9,3,1:18,MIN 45,3,1:03,45,Touchdown
10,4,13:01,PHI 44,3,1:23,-2,Punt
11,4,8:48,PHI 4,3,0:53,2,Punt
12,4,6:54,PHI 20,7,2:28,80,Touchdown
13,4,1:09,PHI 20,4,1:09,35,End of Game
