Quarter,Time,Down,ToGo,Location,MIN,CHI,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Bears won the coin toss and deferred, Vikings to receive the opening kickoff.",,
1,15:00,,,CHI 35,0,0,"Cairo Santos kicks off 61 yards, returned by Kene Nwangwu for 18 yards (tackle by Damien Williams)",,
1,14:55,1,10,MIN 22,0,0,Kirk Cousins scrambles right end for 7 yards (tackle by Robert Quinn and Kindle Vildor),,
1,14:21,2,3,MIN 29,0,0,Dalvin Cook right guard for 1 yard (tackle by Alec Ogletree),,
1,13:41,3,2,MIN 30,0,0,Kirk Cousins pass complete short right to K.J. Osborn for 5 yards (tackle by Thomas Graham and Roquan Smith),,
1,13:06,1,10,MIN 35,0,0,Dalvin Cook right tackle for 4 yards (tackle by Bruce Irvin and Bilal Nichols),,
1,12:29,2,6,MIN 39,0,0,Kirk Cousins pass complete short left to C.J. Ham for 3 yards (tackle by Thomas Graham),,
1,11:44,3,3,MIN 42,0,0,Kirk Cousins pass incomplete deep left intended for Tyler Conklin,,
1,11:37,4,3,MIN 42,0,0,"Jordan Berry punts 48 yards, returned by Jakeem Grant for 6 yards (tackle by Luke Stocker)",,
1,11:26,1,10,CHI 16,0,0,"David Montgomery right guard for no gain (tackle by Harrison Smith). Penalty on Teven Jenkins: Offensive Holding, 8 yards (accepted) (no play)",,
1,11:07,1,18,CHI 8,0,0,Justin Fields pass incomplete short left intended for Cole Kmet,,
1,11:03,2,18,CHI 8,0,0,David Montgomery left guard for 1 yard (tackle by D.J. Wonnum and Michael Pierce),,
1,10:36,3,17,CHI 9,0,0,Justin Fields pass complete short left to Cole Kmet for 12 yards (tackle by Patrick Peterson and Eric Kendricks),,
1,9:51,4,5,CHI 21,0,0,"Pat O'Donnell punts 44 yards, returned by K.J. Osborn for 11 yards (tackle by Jesper Horsted and Dee Virgin)",,
1,9:40,1,10,MIN 46,0,0,Kirk Cousins pass complete short middle to Dalvin Cook for no gain (tackle by Roquan Smith),,
1,9:03,2,10,MIN 46,0,0,Kirk Cousins pass complete short right to Dalvin Cook for 2 yards (tackle by Teez Tabor and Roquan Smith),,
1,8:20,3,7,MIN 48,0,0,Kirk Cousins pass complete short middle to Justin Jefferson for 18 yards (tackle by Marqui Christian and Teez Tabor),,
1,7:44,1,10,CHI 34,0,0,Dalvin Cook left tackle for 7 yards (tackle by Deon Bush),,
1,7:09,2,3,CHI 27,0,0,Dalvin Cook left guard for 10 yards (tackle by Bruce Irvin and Roquan Smith),,
1,6:33,1,10,CHI 17,0,0,Dalvin Cook right tackle for 2 yards (tackle by Roquan Smith),,
1,5:50,2,8,CHI 15,0,0,Kene Nwangwu right tackle for 3 yards (tackle by Alec Ogletree and Bruce Irvin),,
1,5:09,3,5,CHI 12,6,0,"Kirk Cousins pass complete to Justin Jefferson for 12 yards, touchdown",,
1,5:03,,,CHI 15,7,0,Greg Joseph kicks extra point good,,
1,5:03,,,MIN 35,7,0,"Greg Joseph kicks off 65 yards, touchback.",,
1,5:03,1,10,CHI 25,7,0,David Montgomery right guard for 9 yards (tackle by Sheldon Richardson and Eric Kendricks),,
1,4:40,2,1,CHI 34,7,0,David Montgomery right guard for 7 yards (tackle by Mackensie Alexander and Anthony Barr),,
1,4:01,1,10,CHI 41,7,0,Jakeem Grant left end for 13 yards (tackle by Harrison Smith and D.J. Wonnum),,
1,3:20,1,10,MIN 46,7,0,David Montgomery right tackle for -1 yards (tackle by Michael Pierce),,
1,2:44,2,11,MIN 47,7,0,"Justin Fields right end for no gain. Justin Fields fumbles (forced by Cameron Dantzler), recovered by Anthony Barr at MIN-47 (tackle by Darnell Mooney)",,
1,2:37,1,10,MIN 47,7,0,Kirk Cousins sacked by Akiem Hicks for -7 yards,,
1,1:58,2,17,MIN 40,7,0,Dalvin Cook left end for 10 yards (tackle by Kindle Vildor),,
1,1:13,3,9,MIN 50,7,0,"Kirk Cousins pass incomplete intended for Tyler Conklin. Penalty on Deon Bush: Unnecessary Roughness / Defense, 15 yards (accepted) (no play)",,
1,1:07,1,10,CHI 35,7,0,Dalvin Cook left tackle for 9 yards (tackle by Roquan Smith and Thomas Graham),,
1,0:29,2,1,CHI 26,7,0,Dalvin Cook right end for 2 yards (tackle by Ledarius Mack and Thomas Graham),,
Quarter,Time,Down,ToGo,Location,MIN,CHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,CHI 24,7,0,"Penalty on CHI: Unsportsmanlike Conduct / Defense, 12 yards (accepted) (no play)",,
2,15:00,1,10,CHI 12,7,0,Kirk Cousins pass incomplete short middle intended for Tyler Conklin (defended by Thomas Graham),,
2,14:55,2,10,CHI 12,7,0,Dalvin Cook right tackle for no gain (tackle by Bruce Irvin),,
2,14:14,,,,,,Timeout #1 by Minnesota Vikings,,
2,14:14,3,10,CHI 12,7,0,Kirk Cousins sacked by Robert Quinn for -7 yards,,
2,13:32,4,17,CHI 19,10,0,Greg Joseph 37 yard field goal good,,
2,13:28,,,MIN 35,10,0,"Greg Joseph kicks off 69 yards, returned by Khalil Herbert for 34 yards (tackle by Tye Smith and Blake Lynch)",,
2,13:22,1,10,CHI 30,10,0,David Montgomery left tackle for 9 yards (tackle by Anthony Barr),,
2,13:02,2,1,CHI 39,10,0,David Montgomery left guard for 3 yards (tackle by Patrick Jones),,
2,12:31,1,10,CHI 42,10,0,Justin Fields pass complete deep right to Darnell Mooney for 27 yards (tackle by Xavier Woods),,
2,12:02,1,10,MIN 31,10,0,"Justin Fields pass incomplete deep right intended for Damiere Byrd. Penalty on Harrison Smith: Defensive Holding, 5 yards (accepted) (no play)",,
2,11:55,1,10,MIN 26,10,0,David Montgomery left guard for 4 yards (tackle by Nick Vigil),,
2,11:17,2,6,MIN 22,10,0,Justin Fields scrambles right end for 3 yards (tackle by D.J. Wonnum),,
2,10:29,3,3,MIN 19,10,0,Justin Fields pass complete short middle to Darnell Mooney for 6 yards (tackle by Cameron Dantzler),,
2,9:47,1,10,MIN 13,10,0,Darnell Mooney left end for 3 yards (tackle by Harrison Smith),,
2,9:09,2,7,MIN 10,10,0,"David Montgomery for -2 yards (tackle by Sheldon Richardson). Penalty on Dazz Newsome: Offensive Offside, 5 yards (declined) MIN challenged the runner was down by contact ruling, and the original play was overturned. David Montgomery right end for -2 yards. David Montgomery fumbles (forced by Sheldon Richardson), recovered by Sheldon Richardson at MIN-12 (tackle by Sheldon Richardson). Penalty on Dazz Newsome: Offensive Offside, 5 yards (declined)",,
2,9:04,1,10,MIN 12,10,0,Kirk Cousins pass complete short right to Justin Jefferson for 4 yards (tackle by Alec Ogletree),,
2,8:31,2,6,MIN 16,10,0,Dalvin Cook right guard for -1 yards (tackle by Alec Ogletree),,
2,7:54,3,7,MIN 15,10,0,Kirk Cousins pass incomplete deep right intended for Ihmir Smith-Marsette (defended by Thomas Graham),,
2,7:49,4,7,MIN 15,10,0,"Jordan Berry punts 49 yards, returned by Jakeem Grant for -1 yards (tackle by Nick Vigil)",,
2,7:28,1,10,CHI 35,10,0,David Montgomery left tackle for 16 yards (tackle by Eric Kendricks and Mackensie Alexander),,
2,6:55,1,10,MIN 49,10,0,David Montgomery right guard for -1 yards (tackle by Eric Kendricks),,
2,6:16,,,,,,Timeout #1 by Chicago Bears,,
2,6:16,2,11,MIN 50,10,0,Justin Fields pass complete short right to Khalil Herbert for 8 yards (tackle by Harrison Smith and Cameron Dantzler),,
2,5:30,3,3,MIN 42,10,0,Justin Fields scrambles left tackle for 8 yards (tackle by Cameron Dantzler),,
2,4:54,1,10,MIN 34,10,0,David Montgomery right guard for no gain (tackle by Patrick Jones),,
2,4:10,2,10,MIN 34,10,0,Justin Fields pass complete short middle to Darnell Mooney for 9 yards (tackle by James Lynch),,
2,3:23,3,1,MIN 25,10,0,"Penalty on Teven Jenkins: False Start, 4 yards (accepted) (no play)",,
2,3:05,3,5,MIN 29,10,0,Jakeem Grant left end for 4 yards (tackle by Harrison Smith),,
2,2:19,4,1,MIN 25,10,0,Justin Fields pass complete short left to David Montgomery for 12 yards (tackle by Nick Vigil),,
2,2:00,1,10,MIN 13,10,0,"Justin Fields sacked by D.J. Wonnum for -14 yards. Justin Fields fumbles (forced by D.J. Wonnum), recovered by Justin Fields at MIN-27 (tackle by D.J. Wonnum)",,
2,1:48,,,,,,Timeout #2 by Minnesota Vikings,,
2,1:48,2,24,MIN 27,10,0,Justin Fields pass complete short left to David Montgomery for no gain (tackle by Xavier Woods),,
2,1:42,,,,,,Timeout #3 by Minnesota Vikings,,
2,1:42,3,24,MIN 27,10,0,Justin Fields pass complete short right to Damiere Byrd for 11 yards,,
2,1:37,4,13,MIN 16,10,3,Cairo Santos 34 yard field goal good,,
2,1:33,,,CHI 35,10,3,"Cairo Santos kicks off 66 yards, returned by Kene Nwangwu for 33 yards (tackle by Nsimba Webster and Marqui Christian)",,
2,1:25,1,10,MIN 32,10,3,Kirk Cousins pass complete short right to K.J. Osborn for 9 yards (tackle by Kindle Vildor),,
2,1:21,2,1,MIN 41,10,3,"Kirk Cousins sacked by Robert Quinn for -7 yards. Kirk Cousins fumbles (forced by Robert Quinn), recovered by Christian Darrisaw at MIN-34 (tackle by Robert Quinn)",,
2,0:59,3,8,MIN 34,10,3,Kirk Cousins pass deep right intended for Justin Jefferson is intercepted by Deon Bush at CHI-34 and returned for 27 yards (tackle by Ezra Cleveland),,
2,0:46,1,10,MIN 39,10,3,Justin Fields pass complete short left to David Montgomery for 6 yards (tackle by Eric Kendricks),,
2,0:42,2,4,MIN 33,10,3,Justin Fields pass complete short left to David Montgomery for 2 yards (tackle by Harrison Smith),,
2,0:37,,,,,,Timeout #2 by Chicago Bears,,
2,0:37,3,2,MIN 31,10,3,Justin Fields pass incomplete short left intended for David Montgomery,,
2,0:33,4,2,MIN 31,10,3,Cairo Santos 49 yard field goal no good blocked by Dalvin Tomlinson,,
2,0:28,1,10,MIN 39,10,3,Kirk Cousins pass complete short left to Tyler Conklin for 7 yards (tackle by Kindle Vildor),,
2,0:12,2,3,MIN 46,10,3,Kirk Cousins spiked the ball,,
2,0:11,3,3,MIN 46,10,3,Kirk Cousins pass incomplete deep left intended for Justin Jefferson,,
