Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Alvin Kamara,NOR,11,10,128,1,5,10,1.0,118,11.8,0.6,0,,0,0.0,0,145.5
Marquez Callaway,NOR,7,3,32,0,1,32,10.7,0,0.0,8.1,0,,0,0.0,0,56.8
Adam Trautman,NOR,3,3,36,0,2,9,3.0,27,9.0,3.0,0,,0,0.0,0,116.7
Juwan Johnson,NOR,1,1,8,0,1,7,7.0,1,1.0,7.0,0,,0,0.0,0,100.0
Devine Ozigbo,NOR,1,1,7,0,1,4,4.0,3,3.0,4.0,0,,0,0.0,0,95.8
Tre'Quan Smith,NOR,3,1,11,0,,9,9.0,2,2.0,14.3,0,,1,33.3,0,45.1
Ty Montgomery,NOR,1,0,0,0,,0,,0,,0.0,0,,0,0.0,0,39.6
Kenny Stills,NOR,3,0,0,0,,0,,0,,36.3,0,,1,33.3,0,39.6
Kevin White,NOR,2,0,0,0,,0,,0,,32.5,0,,1,50.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Freddie Swain,SEA,6,4,39,0,1,10,2.5,29,7.3,9.3,0,,0,0.0,0,84.7
Gerald Everett,SEA,3,3,11,0,1,2,0.7,9,3.0,0.7,0,,0,0.0,0,81.9
Tyler Lockett,SEA,3,2,12,0,1,12,6.0,0,0.0,15.3,0,,0,0.0,0,74.3
D.K. Metcalf,SEA,5,2,96,1,2,34,17.0,62,31.0,15.6,1,2.0,0,0.0,0,127.1
Alex Collins,SEA,1,1,9,0,1,1,1.0,8,8.0,1.0,0,,0,0.0,0,104.2
Penny Hart,SEA,1,0,0,0,,0,,0,,6.0,0,,0,0.0,0,39.6
