Quarter,Time,Down,ToGo,Location,BAL,NWE,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Patriots won the coin toss and deferred, Ravens to receive the opening kickoff.",,
1,15:00,,,NWE 35,0,0,"Stephen Gostkowski kicks off 73 yards, touchback",0.000,0.280
1,15:00,1,10,BAL 20,0,0,Ray Rice left tackle for no gain (tackle by Mark Anderson),0.280,-0.270
1,14:19,2,10,BAL 20,0,0,Joe Flacco pass incomplete short middle intended for Anquan Boldin,-0.270,-0.960
1,14:16,3,10,BAL 20,0,0,Joe Flacco up the middle for 4 yards (tackle by Dane Fletcher),-0.960,-1.770
1,13:40,4,6,BAL 24,0,0,"Sam Koch punts 36 yards, fair catch by Julian Edelman",-1.770,-1.600
1,13:33,1,10,NWE 40,0,0,Tom Brady pass complete short right to Danny Woodhead for 7 yards (tackle by Terrell Suggs),1.600,2.000
1,13:07,2,3,NWE 47,0,0,Tom Brady pass incomplete short right intended for Rob Gronkowski (defended by Haloti Ngata),2.000,1.290
1,13:04,3,3,NWE 47,0,0,Tom Brady pass incomplete short left intended for Deion Branch (defended by Ed Reed),1.290,-0.260
1,12:57,4,3,NWE 47,0,0,"Zoltan Mesko punts 53 yards, touchback",-0.260,-0.280
1,12:49,1,10,BAL 20,0,0,Ray Rice right guard for 1 yard (tackle by Brandon Deaderick),0.280,-0.130
1,12:14,2,9,BAL 21,0,0,Joe Flacco pass complete short right to Lee Evans for 6 yards (tackle by Sterling Moore),-0.130,-0.030
1,11:33,3,3,BAL 27,0,0,Joe Flacco sacked by Mark Anderson for -7 yards,-0.030,-2.030
1,11:21,4,10,BAL 20,0,0,"Sam Koch punts 51 yards, returned by Julian Edelman for 10 yards (tackle by Jameel McClain)",-2.030,-1.530
1,11:09,1,10,NWE 39,0,0,BenJarvus Green-Ellis up the middle for 9 yards (tackle by Terrell Suggs),1.530,2.200
1,10:49,2,1,NWE 48,0,0,BenJarvus Green-Ellis left tackle for 2 yards (tackle by Terrence Cody and Cary Williams),2.200,2.260
1,10:17,1,10,,0,0,Tom Brady pass complete short left to Deion Branch for 11 yards (tackle by Cary Williams),2.260,2.980
1,9:45,1,10,BAL 39,0,0,Tom Brady pass complete short left to Aaron Hernandez for 4 yards (tackle by Bernard Pollard),2.980,2.980
1,9:24,2,6,BAL 35,0,0,Julian Edelman left end for -1 yards (tackle by Cary Williams),2.980,2.150
1,8:49,3,7,BAL 36,0,0,Tom Brady pass complete short right to Julian Edelman for 8 yards (tackle by Ed Reed),2.150,3.710
1,8:20,1,10,BAL 28,0,0,Danny Woodhead right guard for 1 yard (tackle by Haloti Ngata and Bernard Pollard),3.710,3.300
1,7:54,2,9,BAL 27,0,0,"Tom Brady pass incomplete deep right intended for Wes Welker is intercepted by Bernard Pollard at BAL-10 and returned for 20 yards (tackle by Nate Solder). Penalty on Lardarius Webb: Illegal Contact, 5 yards (no play)",3.300,4.110
1,7:46,1,10,BAL 22,0,0,Tom Brady pass incomplete deep middle intended for Rob Gronkowski,4.110,3.560
1,7:42,2,10,BAL 22,0,0,Tom Brady pass complete short middle to Rob Gronkowski for 11 yards (tackle by Lardarius Webb),3.560,4.840
1,7:04,1,10,BAL 11,0,0,Tom Brady sacked by Paul Kruger for -5 yards,4.840,3.440
1,6:36,2,15,BAL 16,0,0,Tom Brady pass complete short right to Wes Welker for 5 yards (tackle by Lardarius Webb and Ed Reed),3.440,3.130
1,5:56,3,10,BAL 11,0,0,Tom Brady pass incomplete short middle intended for Wes Welker,3.130,2.700
1,5:52,4,10,BAL 11,0,3,Stephen Gostkowski 29 yard field goal good,2.700,3.000
1,5:49,,,NWE 35,0,3,"Stephen Gostkowski kicks off 74 yards, touchback",0.000,0.280
1,5:49,1,10,BAL 20,0,3,Ricky Williams right end for -5 yards (tackle by Vince Wilfork),0.280,-1.070
1,5:06,2,15,BAL 15,0,3,Joe Flacco pass incomplete deep right intended for Torrey Smith,-1.070,-1.860
1,5:00,3,15,BAL 15,0,3,Joe Flacco sacked by Vince Wilfork for -5 yards,-1.860,-2.490
1,4:38,4,20,BAL 10,0,3,"Sam Koch punts 47 yards, returned by Julian Edelman for -3 yards (tackle by Haruki Nakamura)",-2.490,-1.600
1,4:22,1,10,NWE 40,0,3,Tom Brady pass complete short left to Aaron Hernandez for 11 yards (tackle by Ray Lewis and Cary Williams),1.600,2.320
1,4:10,1,10,BAL 49,0,3,Danny Woodhead left tackle for 2 yards (tackle by Terrence Cody),2.320,2.050
1,3:46,2,8,BAL 47,0,3,Tom Brady pass incomplete deep right intended for Julian Edelman is intercepted by Lardarius Webb at BAL-30,2.050,-0.940
1,3:41,1,10,BAL 30,0,3,Joe Flacco pass complete deep right to Torrey Smith for 42 yards (tackle by James Ihedigbo),0.940,3.710
1,3:01,1,10,NWE 28,0,3,Ray Rice left end for 3 yards (tackle by Rob Ninkovich and Brandon Spikes),3.710,3.570
1,2:23,2,7,NWE 25,0,3,Ray Rice left guard for 2 yards (tackle by Jerod Mayo and Brandon Spikes),3.570,3.140
1,1:43,3,5,NWE 23,0,3,Joe Flacco pass complete short left to Torrey Smith for 11 yards (tackle by Kyle Arrington),3.140,4.780
1,1:13,1,10,NWE 12,0,3,Ray Rice left tackle for 2 yards (tackle by Brandon Deaderick),4.780,4.450
1,0:36,2,8,NWE 10,0,3,Joe Flacco pass complete short right to Vonta Leach for 3 yards (tackle by Rob Ninkovich and Brandon Spikes),4.450,4.160
Quarter,Time,Down,ToGo,Location,BAL,NWE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,5,NWE 7,0,3,Joe Flacco pass complete short middle to Anquan Boldin for 4 yards (tackle by Kyle Arrington and Dane Fletcher),4.160,3.060
2,14:23,4,1,NWE 3,3,3,Billy Cundiff 20 yard field goal good,3.060,3.000
2,14:21,,,BAL 35,3,3,"Billy Cundiff kicks off 68 yards, returned by Danny Woodhead for 28 yards (tackle by Emanuel Cook)",0.000,0.610
2,14:14,1,10,NWE 25,3,3,BenJarvus Green-Ellis up the middle for 13 yards (tackle by Ed Reed),0.610,1.470
2,13:54,1,10,NWE 38,3,3,BenJarvus Green-Ellis up the middle for 11 yards (tackle by Bernard Pollard and Cory Redding),1.470,2.190
2,13:20,1,10,NWE 49,3,3,Danny Woodhead right guard for 2 yards (tackle by Cory Redding and Haloti Ngata),2.190,1.920
2,13:00,2,8,BAL 49,3,3,Tom Brady pass incomplete deep left intended for Aaron Hernandez,1.920,1.220
2,12:53,3,8,BAL 49,3,3,Tom Brady pass complete short middle to Wes Welker for 9 yards (tackle by Paul Kruger and Ray Lewis),1.220,2.920
2,12:16,1,10,BAL 40,3,3,Tom Brady pass incomplete short left intended for Wes Welker,2.920,2.370
2,12:10,2,10,BAL 40,3,3,Tom Brady pass complete short middle to Rob Gronkowski for 20 yards (tackle by Bernard Pollard),2.370,4.240
2,11:32,1,10,BAL 20,3,3,BenJarvus Green-Ellis right tackle for 4 yards (tackle by Ray Lewis),4.240,4.280
2,11:06,2,6,BAL 16,3,3,"BenJarvus Green-Ellis right guard for 1 yard (tackle by Arthur Jones and Jimmy Smith). Penalty on Dannell Ellerbe: Face Mask (15 Yards), 8 yards",4.280,5.600
2,10:40,1,7,BAL 7,3,9,"BenJarvus Green-Ellis right guard for 7 yards, touchdown",5.600,7.000
2,10:40,,,BAL 2,3,10,Stephen Gostkowski kicks extra point good,0.000,0.000
2,10:35,,,NWE 35,3,10,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,0.280
2,10:35,1,10,BAL 20,3,10,Joe Flacco pass complete deep left to Lee Evans for 20 yards (tackle by Kyle Arrington),0.280,1.600
2,9:55,1,10,BAL 40,3,10,Ricky Williams left tackle for 5 yards (tackle by Gerard Warren and James Ihedigbo),1.600,1.730
2,9:17,2,5,BAL 45,3,10,Joe Flacco pass complete deep left to Anquan Boldin for 37 yards (tackle by Jerod Mayo),1.730,4.370
2,8:32,1,10,NWE 18,3,10,Ray Rice right tackle for 7 yards (tackle by Jerod Mayo and James Ihedigbo),4.370,5.010
2,7:56,2,3,NWE 11,3,10,Ray Rice up the middle for 2 yards (tackle by Brandon Spikes and Kyle Love),5.010,4.740
2,7:30,3,1,NWE 9,3,10,Ray Rice right guard for 1 yard (tackle by Patrick Chung and James Ihedigbo),4.740,5.370
2,6:56,1,8,NWE 8,3,10,Ray Rice up the middle for 2 yards (tackle by James Ihedigbo and Vince Wilfork),5.370,4.950
2,6:11,2,6,NWE 6,9,10,"Joe Flacco pass complete short right to Dennis Pitta for 6 yards, touchdown",4.950,7.000
2,6:11,,,NWE 2,10,10,"Billy Cundiff kicks extra point good. Penalty on NWE: Defensive 12 On-field, 5 yards",0.000,0.000
2,6:03,,,BAL 40,10,10,"Billy Cundiff kicks off 67 yards, touchback",0.000,0.000
2,6:03,,,,10,10,Timeout #1 by Baltimore Ravens,0.000,0.280
