Quarter,Time,Down,ToGo,Location,NYJ,PIT,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Jets won the coin toss and deferred, Steelers to receive the opening kickoff.",,
1,15:00,,,NYJ 35,0,0,"Greg Zuerlein kicks off 65 yards, touchback.",0.000,0.610
1,15:00,1,10,PIT 25,0,0,Najee Harris up the middle for 6 yards (tackle by C.J. Mosley and Carl Lawson),0.610,0.870
1,14:23,2,4,PIT 31,0,0,Mitchell Trubisky pass complete short right to Pat Freiermuth for 5 yards (tackle by Marcell Harris),0.870,1.330
1,13:46,1,10,PIT 36,0,0,Najee Harris right end for 6 yards (tackle by Quinnen Williams and Kwon Alexander),1.330,1.600
1,13:04,2,4,PIT 42,0,0,Mitchell Trubisky pass incomplete deep right intended for George Pickens (defended by Lamarcus Joyner),1.600,0.890
1,12:55,3,4,PIT 42,0,0,Mitchell Trubisky pass complete short middle to Pat Freiermuth for 6 yards (tackle by C.J. Mosley),0.890,2.130
1,12:19,1,10,PIT 48,0,0,Najee Harris right tackle for 3 yards (tackle by Jermaine Johnson),2.130,1.990
1,11:42,2,7,NYJ 49,0,0,"Mitchell Trubisky pass complete short middle to George Pickens for 14 yards (tackle by Sauce Gardner). Penalty on James Daniels: Ineligible Downfield Pass, 5 yards (accepted) (no play)",1.990,1.310
1,11:14,2,12,PIT 46,0,0,Diontae Johnson left end for 8 yards (tackle by D.J. Reed and Kwon Alexander),1.310,1.680
1,10:33,3,4,NYJ 46,0,0,Mitchell Trubisky scrambles up the middle for 1 yard (tackle by Quinnen Williams and John Franklin-Myers),1.680,0.270
1,10:03,4,3,NYJ 45,0,0,"Pressley Harvin punts 36 yards, fair catch by Braxton Berrios at NYJ-9",0.270,0.380
1,9:57,1,10,NYJ 9,0,0,Michael Carter left guard for 3 yards (tackle by Devin Bush and Myles Jack),-0.380,-0.560
1,9:17,2,7,NYJ 12,0,0,Breece Hall left tackle for no gain (tackle by DeMarvin Leal and Alex Highsmith),-0.560,-1.070
1,8:37,3,7,NYJ 12,0,0,Zach Wilson pass complete short left to Garrett Wilson for 6 yards (tackle by Arthur Maulet),-1.070,-2.240
1,7:53,4,1,NYJ 18,0,0,Braden Mann punts 59 yards downed by Justin Hardee,-2.240,-0.480
1,7:41,1,10,PIT 23,0,0,Mitchell Trubisky pass deep middle intended for Diontae Johnson is intercepted by Lamarcus Joyner at PIT-40 and returned for 4 yards (tackle by Najee Harris),0.480,-3.180
1,7:35,1,10,PIT 36,0,0,Zach Wilson sacked by Alex Highsmith for -4 yards,3.180,2.100
1,6:53,2,14,PIT 40,0,0,Zach Wilson scrambles for 9 yards (tackle by Devin Bush),2.100,2.610
1,6:17,3,5,PIT 31,0,0,Breece Hall left tackle for 5 yards (tackle by Larry Ogunjobi),2.610,3.840
1,5:37,1,10,PIT 26,0,0,Zach Wilson pass incomplete deep left intended for Elijah Moore,3.840,3.300
1,5:32,2,10,PIT 26,0,0,Michael Carter up the middle for no gain (tackle by DeMarvin Leal and Minkah Fitzpatrick),3.300,2.610
1,4:50,3,10,PIT 26,0,0,Zach Wilson pass complete short left to Breece Hall for 6 yards (tackle by Minkah Fitzpatrick),2.610,2.200
1,4:06,4,4,PIT 20,3,0,Greg Zuerlein 38 yard field goal good,2.200,3.000
1,4:03,,,NYJ 35,3,0,"Greg Zuerlein kicks off 65 yards, touchback.",0.000,0.610
1,4:03,1,10,PIT 25,3,0,Gunner Olszewski right end for no gain (tackle by Kwon Alexander),0.610,0.060
1,3:25,2,10,PIT 25,3,0,Mitchell Trubisky pass complete short left to George Pickens for 5 yards (tackle by D.J. Reed),0.060,0.040
1,2:45,3,5,PIT 30,3,0,Mitchell Trubisky pass complete short right to Jaylen Warren for 4 yards (tackle by Michael Carter),0.040,-1.110
1,2:13,4,1,PIT 34,3,0,"Pressley Harvin punts 36 yards, fair catch by Braxton Berrios at NYJ-30",-1.110,-0.940
1,2:05,1,10,NYJ 30,3,0,Breece Hall left guard for 3 yards (tackle by Devin Bush and DeMarvin Leal),0.940,0.800
1,1:25,2,7,NYJ 33,3,0,Zach Wilson pass incomplete short left,0.800,0.100
1,1:12,3,7,NYJ 33,3,0,Zach Wilson pass complete deep right to Elijah Moore for 20 yards (tackle by Levi Wallace and Robert Spillane),0.100,2.460
1,0:26,1,10,PIT 47,3,0,Breece Hall up the middle for 3 yards (tackle by Chris Wormley and Levi Wallace),2.460,2.320
Quarter,Time,Down,ToGo,Location,NYJ,PIT,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,7,PIT 44,3,0,Zach Wilson pass complete short middle to Elijah Moore for 28 yards (tackle by Myles Jack),2.320,4.510
2,14:23,1,10,PIT 16,3,0,Michael Carter left guard for 3 yards (tackle by Cameron Sutton),4.510,4.390
2,13:45,2,7,PIT 13,3,0,Breece Hall right end for 9 yards (tackle by Minkah Fitzpatrick),4.390,6.280
2,13:22,1,4,PIT 4,3,0,Breece Hall left guard for 2 yards (tackle by Alex Highsmith and Myles Jack),6.280,5.720
2,12:42,2,2,PIT 2,9,0,"Braxton Berrios pass complete short right to Zach Wilson for 2 yards, touchdown",5.720,7.000
2,12:37,,,PIT 15,10,0,Greg Zuerlein kicks extra point good,0.000,0.000
2,12:37,,,NYJ 35,10,0,"Penalty on DeMarvin Leal: Leverage, 15 yards (accepted) (no play)",0.000,-2.260
2,12:37,1,10,NYJ 50,10,0,"Greg Zuerlein kicks off 32 yards, returned by Benny Snell for 7 yards (tackle by Michael Carter and Micheal Clemons)",2.260,0.610
2,12:31,1,10,PIT 25,10,0,Najee Harris left tackle for 3 yards (tackle by John Franklin-Myers and C.J. Mosley),0.610,0.470
