Quarter,Time,Down,ToGo,Location,DEN,SDG,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Broncos won the coin toss, Broncos to receive the opening kickoff.",,
1,15:00,,,SDG 30,0,0,"Nate Kaeding kicks off 60 yards, returned by Roc Alexander for 17 yards (tackle by Shaun Phillips)",0.000,0.740
1,14:55,1,10,DEN 27,0,0,Tatum Bell left tackle for 1 yard (tackle by Clinton Hart and Jamal Williams),0.740,0.330
1,14:19,2,9,DEN 28,0,0,Tatum Bell left end for 2 yards (tackle by Jamal Williams),0.330,-0.100
1,13:38,3,7,DEN 30,0,0,Jake Plummer pass incomplete intended for Rod Smith (defended by Luis Castillo),-0.100,-1.370
1,13:35,4,7,DEN 30,0,0,"Todd Sauerbrun punts 53 yards, returned by Eric Parker for 13 yards (tackle by Patrick Chukwurah)",-1.370,-0.940
1,13:24,1,10,SDG 30,0,0,LaDainian Tomlinson right tackle for 5 yards (tackle by D.J. Williams),0.940,1.070
1,12:50,2,5,SDG 35,0,0,Drew Brees sacked by Trevor Pryce for -5 yards,1.070,-0.300
1,12:18,3,10,SDG 30,0,0,Drew Brees pass complete to Eric Parker for 15 yards (tackle by John Lynch),-0.300,1.930
1,11:39,1,10,SDG 45,0,0,LaDainian Tomlinson right tackle for 2 yards (tackle by D.J. Williams and John Lynch),1.930,1.650
1,11:04,2,8,SDG 47,0,0,Drew Brees sacked by Ebenezer Ekuban for -9 yards,1.650,-0.230
1,10:30,3,17,SDG 38,0,0,Drew Brees pass complete to Keenan McCardell for 7 yards (tackle by D.J. Williams),-0.230,-0.390
1,10:02,4,10,SDG 45,0,0,"Mike Scifres punts 55 yards, touchback",-0.390,-0.280
1,9:52,1,10,DEN 20,0,0,Jake Plummer pass incomplete intended for Ashley Lelie,0.280,-0.270
1,9:46,2,10,DEN 20,0,0,Tatum Bell left tackle for 4 yards (tackle by Steve Foley and Randall Godfrey),-0.270,-0.430
1,9:46,3,6,DEN 24,0,0,"Jake Plummer sacked by Shaun Phillips for -11 yards. Jake Plummer fumbles (forced by Shaun Phillips), recovered by Cooper Carlisle at DEN-13",-0.430,-2.490
1,8:26,4,17,DEN 13,0,0,"Todd Sauerbrun punts 45 yards, returned by Eric Parker for 2 yards (tackle by Curome Cox)",-2.490,-1.860
1,8:20,1,10,SDG 44,0,0,LaDainian Tomlinson up the middle for 13 yards (tackle by Nick Ferguson and John Lynch),1.860,2.720
1,7:49,1,10,DEN 43,0,0,LaDainian Tomlinson right guard for -2 yards (tackle by Demetrin Veal and D.J. Williams),2.720,1.910
1,7:12,2,12,DEN 45,0,0,LaDainian Tomlinson up the middle for 8 yards (tackle by Champ Bailey),1.910,2.280
1,6:37,3,4,DEN 37,0,0,LaDainian Tomlinson right end for 2 yards (tackle by Champ Bailey),2.280,0.990
1,5:56,4,2,DEN 35,0,0,"LaDainian Tomlinson left guard for 1 yard (tackle by Ian Gold and Nick Ferguson). Penalty on Michael Myers: Defensive Holding, 6 yards (no play)",0.990,3.640
1,5:31,1,10,DEN 29,0,0,Drew Brees pass incomplete intended for Keenan McCardell,3.640,3.100
1,5:30,2,10,DEN 29,0,0,LaDainian Tomlinson left end for -3 yards (tackle by Sam Brandon),3.100,2.020
1,4:49,3,13,DEN 32,0,0,Drew Brees pass incomplete intended for Antonio Gates (defended by D.J. Williams),2.020,1.240
1,4:45,4,13,DEN 32,0,0,Drew Brees pass complete to Eric Parker for 11 yards (tackle by Champ Bailey),1.240,-0.340
1,4:37,1,10,DEN 21,0,0,Jake Plummer sacked by Shawne Merriman for -3 yards,0.340,-0.700
1,4:06,2,13,DEN 18,0,0,"Tatum Bell left tackle for no gain (tackle by Luis Castillo). Penalty on George Foster: False Start, 5 yards (no play)",-0.700,-1.350
1,3:51,2,18,DEN 13,0,0,Jake Plummer pass complete to Jeb Putzier for 3 yards (tackle by Steve Foley),-1.350,-1.780
1,3:26,3,15,DEN 16,0,0,Jake Plummer pass complete to Charlie Adams for 4 yards (tackle by Drayton Florence and Jamar Fletcher),-1.780,-2.030
1,2:46,4,11,DEN 20,0,0,"Todd Sauerbrun punts 57 yards, returned by Eric Parker for 9 yards (tackle by Keith Burns). Penalty on Andrew Pinnock: Illegal Block Above the , 10 yards",-2.030,-0.410
1,2:34,1,10,SDG 22,0,0,Drew Brees pass complete to Keenan McCardell for 4 yards (tackle by D.J. Williams),0.410,0.410
1,2:02,2,6,SDG 26,0,0,LaDainian Tomlinson right guard for 4 yards (tackle by Michael Myers and Nick Ferguson),0.410,0.230
1,1:25,3,2,SDG 30,0,0,Drew Brees pass incomplete intended for Antonio Gates (defended by Ian Gold),0.230,-1.370
1,1:22,4,2,SDG 30,0,0,"Mike Scifres punts 56 yards, returned by Charlie Adams for 9 yards (tackle by Marques Harris)",-1.370,-0.480
1,1:11,1,10,DEN 23,0,0,Jake Plummer pass incomplete intended for Rod Smith (defended by Drayton Florence),0.480,-0.070
1,1:03,2,10,DEN 23,0,0,Jake Plummer pass complete to Ashley Lelie for 14 yards (tackle by Jerry Wilson),-0.070,1.400
1,0:27,1,10,DEN 37,0,0,Tatum Bell left guard for 3 yards (tackle by Clinton Hart),1.400,1.260
Quarter,Time,Down,ToGo,Location,DEN,SDG,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,7,DEN 40,0,0,Jake Plummer pass complete to Kyle Johnson for 21 yards (tackle by Jerry Wilson),1.260,2.980
2,14:30,1,10,SDG 39,0,0,Tatum Bell right tackle for -1 yards (tackle by Luis Castillo and Jamal Williams),2.980,2.300
2,13:49,2,11,SDG 40,0,0,Jake Plummer pass complete to Wesley Duke for 21 yards (tackle by Jerry Wilson),2.300,4.310
2,13:06,1,10,SDG 19,0,0,Tatum Bell up the middle for 2 yards (tackle by Luis Castillo),4.310,4.030
2,12:31,2,8,SDG 17,0,0,Jake Plummer pass complete to Stephen Alexander for 11 yards (tackle by Donnie Edwards),4.030,5.830
2,11:54,1,6,SDG 6,6,0,"Tatum Bell up the middle for 6 yards, touchdown",5.830,7.000
2,,,,SDG 2,7,0,Jason Elam kicks extra point good,0.000,0.000
2,,,,DEN 30,7,0,"Todd Sauerbrun kicks off 67 yards, returned by Darren Sproles for 23 yards (tackle by Domonique Foxworth). Penalty on Marques Harris: Offensive Holding, 10 yards",0.000,-0.140
2,11:38,1,10,SDG 16,7,0,Drew Brees pass complete to Keenan McCardell for 11 yards (tackle by Domonique Foxworth),-0.140,0.740
2,11:01,1,10,SDG 27,7,0,Drew Brees pass complete to Antonio Gates for 12 yards (tackle by Demetrin Veal),0.740,1.530
2,10:22,1,10,SDG 39,7,0,Drew Brees pass complete to Eric Parker for 4 yards (tackle by Champ Bailey),1.530,1.530
2,9:45,2,6,SDG 43,7,0,LaDainian Tomlinson right guard for 1 yard (tackle by Michael Myers),1.530,0.960
2,9:08,3,5,SDG 44,7,0,Drew Brees pass incomplete intended for LaDainian Tomlinson,0.960,-0.460
2,9:02,4,5,SDG 44,7,0,"Mike Scifres punts 38 yards. Penalty on Justin Peelle: Ineligible Downfield Kic, 5 yards",-0.460,-0.480
2,8:51,1,10,DEN 23,7,0,Jake Plummer pass complete to Rod Smith for 11 yards (tackle by Quentin Jammer and Shawne Merriman),0.480,1.200
2,8:13,1,10,DEN 34,7,0,Jake Plummer pass incomplete intended for Ashley Lelie,1.200,0.660
2,8:08,2,10,DEN 34,7,0,Tatum Bell up the middle for no gain (tackle by Donnie Edwards and Steve Foley),0.660,-0.030
2,7:25,3,10,DEN 34,7,0,Jake Plummer pass incomplete intended for Stephen Alexander,-0.030,-1.110
2,7:21,4,10,DEN 34,7,0,"Todd Sauerbrun punts 53 yards, returned by Eric Parker for 13 yards (tackle by Karl Paymah)",-1.110,-0.670
2,7:11,1,10,SDG 26,7,0,"Penalty on Kris Dielman: False Start, 5 yards (no play)",0.670,0.340
2,7:11,1,15,SDG 21,7,0,LaDainian Tomlinson left guard for no gain (tackle by Nick Ferguson and Marco Coleman),0.340,-0.550
2,6:37,2,15,SDG 21,7,0,Drew Brees pass incomplete intended for Antonio Gates,-0.550,-1.220
2,6:33,3,15,SDG 21,7,0,Drew Brees pass complete to LaDainian Tomlinson for 4 yards (tackle by John Engelberger and Sam Brandon),-1.220,-1.700
2,5:57,4,11,SDG 25,7,0,"Mike Scifres punts 34 yards, returned by Charlie Adams for 1 yard (tackle by Vincent Jackson)",-1.700,-1.730
2,5:48,1,10,DEN 42,7,0,Jake Plummer pass complete to Kyle Johnson for 6 yards (tackle by Drayton Florence),1.730,2.000
2,5:19,2,4,DEN 48,7,0,Jake Plummer pass incomplete intended for Stephen Alexander (defended by Donnie Edwards),2.000,1.290
2,5:13,3,4,DEN 48,7,0,Tatum Bell left tackle for 3 yards (tackle by Jacques Cesaire),1.290,0.000
2,4:32,4,1,SDG 49,7,0,"Todd Sauerbrun punts 41 yards, fair catch by Eric Parker",0.000,0.380
2,4:22,1,10,SDG 8,7,0,LaDainian Tomlinson left tackle for 1 yard (tackle by Trevor Pryce),-0.380,-0.710
2,3:45,2,9,SDG 9,7,0,Drew Brees pass incomplete intended for Keenan McCardell (defended by Champ Bailey),-0.710,-1.300
2,3:37,3,9,SDG 9,7,0,"Drew Brees sacked by John Lynch for -8 yards. Drew Brees fumbles (forced by John Lynch), recovered by Sam Brandon at SDG-1 (tackle by Mike Goff)",-1.300,-6.970
2,3:27,1,1,SDG 1,13,0,"Tatum Bell right tackle for 1 yard, touchdown",6.970,7.000
2,,,,SDG 2,14,0,Jason Elam kicks extra point good,0.000,0.000
2,,,,DEN 30,14,0,"Todd Sauerbrun kicks off 65 yards, returned by Darren Sproles for 26 yards (tackle by Domonique Foxworth)",0.000,1.000
2,3:16,1,10,SDG 31,14,0,LaDainian Tomlinson up the middle for 2 yards (tackle by Marco Coleman and Keith Burns),1.000,0.730
2,2:40,2,8,SDG 33,14,0,Philip Rivers pass incomplete intended for Antonio Gates,0.730,0.040
2,2:35,3,8,SDG 33,14,0,"Penalty on Philip Rivers: Delay of Game, 5 yards (no play)",0.040,-0.630
2,2:35,3,13,SDG 28,14,0,"LaDainian Tomlinson left end for 7 yards (tackle by Nick Ferguson). Penalty on Ebenezer Ekuban: Illegal Contact, 6 yards (no play)",-0.630,1.200
2,2:07,1,10,SDG 34,14,0,Philip Rivers pass complete to Reche Caldwell for 11 yards (tackle by Domonique Foxworth),1.200,1.930
2,2:00,1,10,SDG 45,14,0,LaDainian Tomlinson for 28 yards (tackle by Ebenezer Ekuban),1.930,3.780
