#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,14:45,CLE 44,3,0:56,4,Punt
2,1,11:40,BUF 49,6,2:11,26,Field Goal
3,1,6:25,CLE 26,3,1:33,8,Punt
4,1,3:21,BUF 12,4,0:53,-4,Field Goal
5,1,0:49,CLE 4,12,5:57,96,Touchdown
6,2,6:20,CLE 20,3,1:38,4,Punt
7,3,15:00,CLE 25,3,1:53,-6,Punt
8,3,10:47,CLE 37,9,4:20,37,Field Goal
9,3,0:22,CLE 17,2,0:35,83,Touchdown
10,4,14:33,CLE 43,9,3:01,52,Field Goal
11,4,7:40,CLE 17,6,2:27,16,Punt
12,4,2:25,CLE 33,7,0:46,28,Field Goal
13,4,0:38,CLE 37,2,0:38,-2,End of Game
