Quarter,Time,Down,ToGo,Location,SFO,ARI,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Cardinals won the coin toss, Cardinals to receive the opening kickoff.",,
1,15:00,,,SFO 35,0,0,"Bradley Pinion kicks off 65 yards, touchback",0.000,-0.610
1,15:00,1,10,ARI 25,0,0,Carson Palmer pass incomplete deep right intended for Jaron Brown,0.610,0.060
1,14:55,2,10,ARI 25,0,0,Chris Johnson left tackle for 8 yards (tackle by NaVorro Bowman),0.060,0.430
1,14:14,3,2,ARI 33,0,0,Carson Palmer pass complete short middle to Andre Ellington for 9 yards (tackle by NaVorro Bowman),0.430,1.730
1,13:37,1,10,ARI 42,0,0,Chris Johnson middle for 5 yards (tackle by Solomon Thomas),1.730,1.860
1,13:02,2,5,ARI 47,0,0,Carson Palmer pass complete short left to John Brown for 13 yards (tackle by Rashard Robinson),1.860,2.920
1,12:26,1,10,SFO 40,0,0,Carson Palmer pass incomplete deep left intended for Jaron Brown (defended by Rashard Robinson),2.920,2.370
1,12:19,2,10,SFO 40,0,0,Chris Johnson middle for -1 yards (tackle by Earl Mitchell and NaVorro Bowman),2.370,1.550
1,11:44,3,11,SFO 41,0,0,Carson Palmer pass complete short middle to John Brown for 16 yards (tackle by Rashard Robinson),1.550,3.910
1,11:01,1,10,SFO 25,0,0,Chris Johnson left end for -2 yards (tackle by Jaquiski Tartt),3.910,3.090
1,10:17,2,12,SFO 27,0,0,Carson Palmer pass complete deep right to Jaron Brown for 19 yards (tackle by Jimmie Ward),3.090,5.370
1,9:36,1,8,SFO 8,0,0,Elijhaa Penny middle for 1 yard (tackle by DeForest Buckner),5.370,4.760
1,9:04,2,7,SFO 7,0,0,Carson Palmer pass complete short left to Larry Fitzgerald for 3 yards (tackle by Solomon Thomas and NaVorro Bowman),4.760,4.490
1,8:24,3,4,SFO 4,0,0,Carson Palmer pass incomplete short middle intended for Jermaine Gresham is intercepted by Ray-Ray Armstrong at SFO-0,4.490,-0.280
1,8:16,1,10,SFO 20,0,0,Carlos Hyde left end for 2 yards (tackle by Chandler Jones),0.280,0.000
1,7:41,2,8,SFO 22,0,0,Brian Hoyer pass incomplete short right intended for Pierre Garcon,0.000,-0.690
1,7:33,3,8,SFO 22,0,0,Brian Hoyer pass incomplete short middle intended for Trent Taylor,-0.690,-1.900
1,7:28,4,8,SFO 22,0,0,"Bradley Pinion punts 50 yards, returned by Kerwynn Williams for no gain. Penalty on Ifeanyi Momah: Offensive Holding, 10 yards",-1.900,-0.040
1,7:17,1,10,ARI 18,0,0,Chris Johnson left tackle for 4 yards (tackle by NaVorro Bowman),0.040,0.140
1,6:44,2,6,ARI 22,0,0,Chris Johnson left end for no gain (tackle by Ray-Ray Armstrong),0.140,-0.660
1,6:05,3,6,ARI 22,0,0,Carson Palmer pass incomplete short right intended for Larry Fitzgerald (defended by Dontae Johnson),-0.660,-1.900
1,6:00,4,6,ARI 22,0,0,"Andy Lee punts 60 yards, returned by Trent Taylor for 16 yards (tackle by Budda Baker). Penalty on Elijah Lee: Illegal Block Above the Waist, 10 yards",-1.900,-0.540
1,5:50,1,10,SFO 24,0,0,Brian Hoyer pass complete deep left to Marquise Goodwin for 18 yards (tackle by Patrick Peterson),0.540,1.730
1,5:09,1,10,SFO 42,0,0,Carlos Hyde middle for 11 yards (tackle by Tyrann Mathieu),1.730,2.460
1,4:35,1,10,ARI 47,0,0,Matt Breida left end for -3 yards (tackle by Corey Peters),2.460,1.510
1,3:57,2,13,,0,0,Brian Hoyer pass incomplete short left intended for Matt Breida,1.510,0.830
1,3:53,3,13,,0,0,Brian Hoyer pass complete short right to Trent Taylor for 12 yards (tackle by Justin Bethel),0.830,0.720
1,3:33,4,1,ARI 38,0,0,Brian Hoyer middle for 3 yards (tackle by Frostee Rucker),0.720,3.250
1,2:59,1,10,ARI 35,0,0,Brian Hoyer pass incomplete deep right intended for Logan Paulsen (defended by Antoine Bethea),3.250,2.700
1,2:51,2,10,ARI 35,0,0,Brian Hoyer pass incomplete deep middle intended for Marquise Goodwin (defended by Justin Bethel),2.700,2.010
1,2:47,3,10,ARI 35,0,0,Brian Hoyer pass complete short left to Trent Taylor for 4 yards (tackle by Tyrann Mathieu),2.010,1.340
1,2:11,4,6,ARI 31,3,0,Robbie Gould 49 yard field goal good,1.340,3.000
1,2:05,,,SFO 35,3,0,"Bradley Pinion kicks off 65 yards, touchback",0.000,-0.610
1,2:05,1,10,ARI 25,3,0,Carson Palmer pass complete deep left to JJ Nelson for 17 yards (tackle by Dontae Johnson),0.610,1.730
1,1:25,1,10,ARI 42,3,0,Carson Palmer pass complete short left to Andre Ellington for 20 yards (tackle by Rashard Robinson),1.730,3.050
1,0:58,1,10,SFO 38,3,0,"Chris Johnson middle for 2 yards (tackle by Ray-Ray Armstrong). Penalty on Evan Boehm: Offensive Holding, 10 yards",3.050,2.520
1,0:33,1,18,SFO 46,3,0,Carson Palmer pass complete short right to JJ Nelson for 9 yards (tackle by Dontae Johnson),2.520,2.640
